#,Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR
167,Renato Núñez,2 Tms,73,261,8,28,22,0,7.30%,23.80%,0.161,0.315,0.258,0.322,0.419,0.322,0.287,101,-1,-0.7,-5.6,0.3
168,Niko Goodrum,DET,131,492,16,55,53,12,8.50%,26.80%,0.187,0.312,0.245,0.315,0.432,0.322,0.311,101,2.4,3,-1.7,1.9
169,Willson Contreras,CHC,138,544,10,50,54,4,9.70%,22.20%,0.141,0.313,0.249,0.339,0.39,0.321,0.303,101,-2.9,-2.4,-4.4,1
170,Mitch Moreland,BOS,124,459,15,57,68,2,10.90%,22.20%,0.188,0.288,0.245,0.325,0.433,0.325,0.354,101,-1.6,-1.3,-5.7,0.9
171,Carlos Correa,HOU,110,468,15,60,65,3,11.30%,23.70%,0.167,0.282,0.239,0.323,0.405,0.313,0.306,101,1.4,1.8,18.5,3.7
172,Max Stassi,HOU,88,250,8,28,27,0,9.20%,29.60%,0.167,0.302,0.226,0.316,0.394,0.313,0.303,100,-1.4,-1.3,21,2.9
173,Ozzie Albies,ATL,158,684,24,105,72,14,5.30%,17.00%,0.191,0.285,0.261,0.305,0.452,0.324,0.301,100,7.1,6.9,10.7,4
174,Jason Heyward,CHC,127,489,8,67,57,1,8.60%,12.30%,0.125,0.297,0.27,0.335,0.395,0.319,0.319,100,1.2,1,2,1.9
175,Joe Mauer,MIN,127,543,6,64,48,0,9.40%,15.80%,0.097,0.33,0.282,0.351,0.379,0.319,0.354,100,-2.8,-3,-7.4,0.8
176,César Hernández,PHI,161,708,15,91,60,19,13.40%,21.90%,0.109,0.315,0.253,0.356,0.362,0.32,0.315,100,1.6,1.2,-1.9,2.2
177,Josh Reddick,HOU,134,487,17,63,47,7,10.10%,15.80%,0.157,0.258,0.242,0.318,0.4,0.311,0.298,99,2.4,2.1,2.9,2.2
178,Kolten Wong,STL,127,407,9,41,38,6,7.60%,14.70%,0.139,0.275,0.249,0.332,0.388,0.314,0.295,99,-0.9,-1.4,6.4,1.8
179,Evan Gattis,HOU,128,451,25,49,78,1,7.30%,22.40%,0.226,0.232,0.226,0.284,0.452,0.311,0.298,99,-2.3,-2.9,-11.8,0.1
180,Adam Jones,BAL,145,613,15,54,63,7,3.90%,15.20%,0.138,0.311,0.281,0.313,0.419,0.315,0.311,98,-0.5,-1.9,-17.8,0.1
181,Max Kepler,MIN,156,611,20,80,58,4,11.60%,15.70%,0.184,0.236,0.224,0.319,0.408,0.316,0.324,98,0.3,-1.1,3.5,2.4
182,Yonder Alonso,CLE,145,574,23,64,83,0,8.90%,21.40%,0.171,0.283,0.25,0.317,0.421,0.319,0.331,98,-2.6,-4.1,-14.8,0.1
183,Carlos González,COL,132,504,16,71,64,5,7.30%,22.40%,0.19,0.332,0.276,0.329,0.467,0.338,0.3,98,1.2,-0.2,-0.5,1.5
184,Brad Miller,2 Tms,75,254,7,21,29,0,8.70%,32.30%,0.165,0.35,0.248,0.311,0.413,0.312,0.31,98,-1.5,-2.3,-7.1,-0.1
185,Pablo Sandoval,SFG,92,252,9,22,40,0,7.50%,20.60%,0.17,0.282,0.248,0.31,0.417,0.312,0.303,97,-1.2,-2,-3.2,0.3
186,Adrian Beltré,TEX,119,481,15,49,65,1,7.10%,20.00%,0.162,0.312,0.273,0.328,0.434,0.327,0.328,97,-1.4,-3.1,-2.1,1.2
187,Marcus Semien,OAK,159,703,15,89,70,14,8.70%,18.60%,0.133,0.296,0.255,0.318,0.388,0.307,0.305,97,1.2,-1.4,5.7,2.9
188,Yoán Moncada,CHW,149,650,17,73,61,12,10.30%,33.40%,0.164,0.344,0.235,0.315,0.4,0.311,0.298,97,2.2,-0.4,-11.7,1
189,Jake Bauers,TBR,96,388,11,48,48,6,13.90%,26.80%,0.183,0.252,0.201,0.316,0.384,0.308,0.306,97,-0.8,-2.4,-10.4,0
190,José Peraza,CIN,157,683,14,85,58,23,4.20%,11.00%,0.128,0.307,0.288,0.326,0.416,0.319,0.304,96,1.8,-1.2,10.4,3.1
191,Odúbel Herrera,PHI,148,597,22,64,71,5,6.40%,20.40%,0.165,0.29,0.255,0.31,0.42,0.315,0.285,96,1.1,-1.8,-2.8,1.4
192,Lucas Duda,2 Tms,107,367,14,35,50,1,7.60%,27.80%,0.177,0.302,0.241,0.313,0.418,0.315,0.331,96,-4.3,-6.1,-8.1,-0.2
193,Rougned Odor,TEX,129,535,18,76,63,12,8.00%,23.70%,0.171,0.305,0.253,0.326,0.424,0.325,0.318,95,-1.4,-4.3,9.2,2.4
194,Eric Hosmer,SDP,157,677,18,72,69,7,9.20%,21.00%,0.145,0.302,0.253,0.322,0.398,0.309,0.302,95,-0.1,-4,-17.2,-0.1
195,Jorge Alfaro,PHI,108,377,10,35,37,3,4.80%,36.60%,0.145,0.406,0.262,0.324,0.407,0.314,0.298,95,0.6,-1.6,17.6,2.8
196,Nomar Mazara,TEX,128,536,20,61,77,1,7.50%,21.60%,0.178,0.298,0.258,0.317,0.436,0.324,0.332,95,-0.3,-3.6,-9.7,0.5
197,Jonathan Villar,2 Tms,141,515,14,54,46,35,8.00%,26.80%,0.124,0.339,0.26,0.325,0.384,0.312,0.288,95,3.4,0,1.8,1.9
198,Danny Valencia,BAL,79,282,9,28,28,1,7.80%,18.80%,0.145,0.293,0.263,0.316,0.408,0.31,0.346,94,-2.6,-4.6,-5.8,-0.1
199,Tyler Flowers,ATL,82,296,8,34,30,0,11.80%,25.70%,0.131,0.292,0.227,0.341,0.359,0.315,0.335,94,-1.7,-3.8,14.3,2
200,Jeimer Candelario,DET,144,619,19,78,54,3,10.70%,25.80%,0.169,0.279,0.224,0.317,0.393,0.311,0.292,93,0.2,-4.9,3.6,2
201,John Hicks,DET,81,312,9,35,32,0,7.10%,26.90%,0.142,0.337,0.26,0.312,0.403,0.311,0.282,93,-1,-3.5,-6.3,0.1
202,Brandon Crawford,SFG,151,594,14,63,54,4,8.40%,20.50%,0.139,0.303,0.254,0.325,0.394,0.306,0.305,93,0.1,-4.9,12,2.6
203,Trey Mancini,BAL,156,636,24,69,58,0,6.90%,24.10%,0.174,0.285,0.242,0.299,0.416,0.308,0.328,93,-0.8,-6.1,-13.6,0.2
204,Austin Romine,NYY,77,265,10,30,42,1,6.40%,25.30%,0.174,0.292,0.244,0.295,0.417,0.307,0.285,92,-0.6,-3.1,13.6,2
205,Todd Frazier,NYM,115,472,18,54,59,9,10.20%,23.70%,0.176,0.241,0.213,0.303,0.39,0.302,0.304,92,-1.5,-6.1,5.5,1.4
206,Kevin Plawecki,NYM,79,277,7,33,30,0,10.10%,23.50%,0.16,0.257,0.21,0.315,0.37,0.302,0.305,92,-1.3,-4,0.2,0.5
207,Avisaíl García,CHW,93,385,19,47,49,3,5.20%,26.50%,0.202,0.271,0.236,0.281,0.438,0.304,0.328,92,0.3,-3.5,-0.4,1
208,Nick Hundley,SFG,96,305,10,34,31,2,7.20%,27.90%,0.167,0.31,0.241,0.298,0.408,0.304,0.309,91,-0.2,-3.4,-10,-0.4
209,Devin Mesoraco,2 Tms,84,274,11,24,33,0,9.10%,19.00%,0.176,0.236,0.221,0.303,0.398,0.302,0.29,91,-0.1,-3,-7.1,-0.2
210,Brett Gardner,NYY,140,609,12,95,45,16,10.70%,17.60%,0.132,0.272,0.236,0.322,0.368,0.305,0.293,91,6.4,-0.2,-2.7,1.8
211,Travis Jankowski,SDP,117,387,4,45,17,24,9.60%,18.90%,0.086,0.319,0.259,0.332,0.346,0.303,0.276,91,2.9,-1.5,3.3,1.4
212,Jason Kipnis,CLE,147,601,18,65,75,7,10.00%,18.60%,0.158,0.258,0.23,0.315,0.389,0.308,0.318,91,1.1,-5.7,-1.8,1.3
213,Jackie Bradley Jr.,BOS,144,535,13,76,59,17,8.60%,25.60%,0.169,0.299,0.234,0.314,0.403,0.31,0.343,90,4.3,-1.8,10.8,2.8
214,Brian Dozier,2 Tms,151,632,21,81,72,12,11.10%,20.40%,0.175,0.24,0.215,0.305,0.391,0.304,0.288,90,1.6,-5.7,-5.2,1
215,Russell Martin,TOR,90,352,10,37,25,0,15.90%,23.30%,0.131,0.234,0.194,0.338,0.325,0.305,0.308,90,-3.2,-7.3,7.5,1.3
216,Gary Sánchez,NYY,89,374,18,51,53,1,12.30%,25.10%,0.22,0.197,0.186,0.291,0.406,0.304,0.343,90,-0.6,-5,2.2,1
217,Rafael Devers,BOS,121,490,21,59,66,5,7.80%,24.70%,0.193,0.281,0.24,0.298,0.433,0.31,0.303,90,1.1,-4.6,-3.3,0.9
218,Albert Almora Jr.,CHC,152,479,5,62,41,1,5.00%,17.30%,0.092,0.337,0.286,0.323,0.378,0.305,0.275,90,-0.4,-6.3,12,2.1
219,Austin Hedges,SDP,91,326,14,29,37,3,6.40%,27.60%,0.198,0.28,0.231,0.282,0.429,0.301,0.26,90,0.6,-3.5,20.3,2.8
220,Ender Inciarte,ATL,156,660,10,83,61,28,7.40%,13.00%,0.116,0.293,0.265,0.325,0.38,0.308,0.296,90,4.9,-3.5,16.7,3.4
221,Matt Wieters,WSN,76,271,8,24,30,0,11.10%,16.60%,0.136,0.261,0.238,0.33,0.374,0.308,0.31,89,-1.8,-5.2,1.6,0.5
222,Ryon Healy,SEA,133,524,24,51,73,0,5.20%,21.60%,0.176,0.257,0.235,0.277,0.412,0.296,0.322,89,-3.3,-10.3,-13.4,-0.6
223,Alex Gordon,KCR,141,568,13,56,54,12,8.80%,21.80%,0.125,0.299,0.245,0.324,0.37,0.305,0.329,89,0.2,-7.5,1.6,1.4
224,Jose Iglesias,DET,125,464,5,43,48,15,4.10%,10.10%,0.12,0.291,0.269,0.31,0.389,0.304,0.28,89,1.6,-4.7,3.9,1.5
225,Tucker Barnhart,CIN,138,522,10,50,46,0,10.30%,18.40%,0.124,0.291,0.248,0.328,0.372,0.307,0.301,88,-3.3,-10.6,-5.1,0
226,Salvador Perez,KCR,129,544,27,52,80,1,3.10%,19.90%,0.204,0.245,0.235,0.274,0.439,0.304,0.334,88,-4.6,-12.1,-4.9,0.2
227,Jay Bruce,NYM,94,361,9,31,37,2,11.40%,20.80%,0.147,0.263,0.223,0.31,0.37,0.296,0.338,88,-1.8,-6.9,-9.5,-0.5
228,Kevin Pillar,TOR,142,542,15,65,59,14,3.30%,18.10%,0.174,0.281,0.252,0.282,0.426,0.302,0.321,88,2.6,-5.1,1.7,1.6
229,Albert Pujols,LAA,117,498,19,50,64,1,5.60%,13.10%,0.166,0.247,0.245,0.289,0.411,0.299,0.327,88,-2.9,-10.2,-11.3,-0.5
230,Guillermo Heredia,SEA,125,337,5,29,19,2,9.50%,15.40%,0.106,0.27,0.236,0.318,0.342,0.295,0.307,88,0,-5,1.4,0.8
231,Cameron Maybin,2 Tms,129,384,4,32,28,10,9.90%,19.50%,0.088,0.306,0.249,0.326,0.336,0.295,0.315,88,-0.1,-5.9,-1.2,0.5
232,DJ LeMahieu,COL,128,581,15,90,62,6,6.40%,14.10%,0.152,0.298,0.276,0.321,0.428,0.322,0.326,87,-3.2,-12.3,12.1,1.8
233,Ronald Guzmán,TEX,123,428,16,46,58,1,7.70%,28.30%,0.181,0.299,0.235,0.306,0.416,0.312,0.289,87,0.5,-6.2,-4.6,0.4
234,Yolmer Sánchez,CHW,155,662,8,62,55,14,7.40%,20.80%,0.13,0.3,0.242,0.306,0.372,0.297,0.289,87,1.4,-9.1,9.1,2.3
235,Alen Hanson,SFG,110,310,8,36,39,7,2.90%,22.90%,0.173,0.303,0.252,0.274,0.425,0.296,0.243,87,2.4,-2.7,-0.2,0.7
236,Manny Piña,MIL,98,337,9,39,28,2,6.20%,18.40%,0.144,0.285,0.252,0.307,0.395,0.301,0.302,86,-1.5,-7.1,14.3,1.8
237,Jon Jay,2 Tms,143,586,3,74,40,4,5.60%,16.20%,0.08,0.319,0.268,0.33,0.347,0.301,0.293,86,0.8,-9.1,-10.1,0
238,David Fletcher,LAA,80,307,1,35,25,3,4.90%,11.10%,0.088,0.307,0.275,0.316,0.363,0.297,0.299,86,1.8,-3.2,7.3,1.5
239,Ian Kinsler,2 Tms,128,534,14,66,48,16,7.50%,12.00%,0.14,0.25,0.24,0.301,0.38,0.298,0.301,86,3.1,-6.1,3.8,1.6
240,Leury García,CHW,82,275,4,23,32,12,3.30%,25.10%,0.105,0.355,0.271,0.303,0.376,0.295,0.282,86,2,-2.8,1,0.8
241,Evan Longoria,SFG,125,512,16,51,54,3,4.30%,19.70%,0.169,0.274,0.244,0.281,0.413,0.295,0.31,86,-0.3,-9.4,-2.3,0.4
242,Chris Iannetta,COL,110,360,11,36,36,0,13.90%,24.20%,0.161,0.275,0.224,0.345,0.385,0.32,0.331,85,-2.2,-8.6,5.3,0.8
243,Tim Anderson,CHW,153,606,20,77,64,26,5.00%,24.60%,0.166,0.289,0.24,0.281,0.406,0.294,0.272,85,2.9,-7.9,10.5,2.4
244,Freddy Galvis,SDP,162,656,13,62,67,8,6.90%,22.40%,0.133,0.304,0.248,0.299,0.38,0.294,0.273,85,0.7,-11.4,12.3,2.2
245,Jordy Mercer,PIT,117,436,6,43,39,2,7.30%,20.00%,0.129,0.306,0.251,0.315,0.381,0.296,0.31,85,2.1,-6.1,11.4,1.9
246,Nick Ahmed,ARI,153,564,16,61,70,5,7.10%,19.30%,0.176,0.265,0.234,0.29,0.411,0.3,0.292,85,1.8,-8.8,30.8,4
247,Amed Rosario,NYM,154,592,9,76,51,24,4.90%,20.10%,0.125,0.31,0.256,0.295,0.381,0.29,0.289,85,4.7,-6.4,-7.7,0.4
248,Steven Souza Jr.,ARI,72,272,5,21,29,6,10.30%,27.60%,0.149,0.298,0.22,0.309,0.369,0.299,0.314,84,0.1,-5,-4.7,-0.1
249,Nicky Delmonico,CHW,88,318,8,31,25,1,8.50%,25.20%,0.158,0.269,0.215,0.296,0.373,0.292,0.286,84,-0.5,-6.7,-5.1,-0.1
250,Gorkys Hernández,SFG,142,451,15,52,40,8,6.00%,25.10%,0.157,0.283,0.234,0.285,0.391,0.292,0.301,83,-0.1,-9.2,-0.9,0.4
251,Miguel Sanó,MIN,71,299,13,32,41,0,10.40%,38.50%,0.199,0.286,0.199,0.281,0.398,0.295,0.273,83,-0.4,-6.4,-3,0.1
252,Kyle Seager,SEA,155,630,22,62,78,2,6.00%,21.90%,0.178,0.251,0.221,0.273,0.4,0.288,0.305,83,-1.9,-14.7,-0.7,0.6
253,Mike Zunino,SEA,113,405,20,37,44,0,5.90%,37.00%,0.209,0.268,0.201,0.259,0.41,0.288,0.297,83,-1.6,-9.9,15.2,2
254,Ehire Adrianza,MIN,114,366,6,42,39,5,6.60%,22.40%,0.128,0.313,0.251,0.301,0.379,0.294,0.281,83,0.3,-7.2,6.4,1.2
255,Jorge Bonifacio,KCR,69,270,4,31,23,0,10.70%,26.30%,0.136,0.301,0.225,0.312,0.36,0.296,0.311,83,-0.8,-6.4,-5.3,-0.3
256,Cory Spangenberg,SDP,116,329,7,35,25,6,7.60%,32.80%,0.128,0.344,0.235,0.298,0.362,0.29,0.286,83,2.2,-4.8,1.9,0.7
257,Ian Desmond,COL,160,619,22,82,88,20,8.60%,23.60%,0.186,0.279,0.236,0.307,0.422,0.315,0.303,82,3.2,-10.2,-11.9,-0.3
258,Neil Walker,NYY,113,398,11,48,46,0,10.60%,21.90%,0.135,0.257,0.219,0.309,0.354,0.291,0.331,82,-0.1,-8.8,-10.7,-0.6
259,Greg Bird,NYY,82,311,11,23,38,0,9.60%,25.10%,0.188,0.23,0.199,0.286,0.386,0.291,0.298,82,-0.5,-7.2,-4.2,-0.1
260,Carlos Gómez,TBR,118,408,9,42,32,12,6.10%,25.20%,0.128,0.266,0.208,0.298,0.336,0.285,0.293,81,-0.4,-9.6,0.8,0.5
261,Zack Cozart,LAA,58,253,5,29,18,0,7.50%,16.60%,0.143,0.244,0.219,0.296,0.362,0.289,0.295,81,1.5,-4.2,-6.6,-0.2
262,Manuel Margot,SDP,141,519,8,50,51,11,6.20%,17.00%,0.138,0.281,0.245,0.292,0.384,0.288,0.293,81,-0.1,-12.3,6.1,1
263,Gerardo Parra,COL,142,443,6,52,53,11,7.20%,16.90%,0.087,0.334,0.284,0.342,0.372,0.313,0.306,81,-1.9,-12.3,-5.3,-0.4
264,Addison Russell,CHC,130,465,5,52,38,4,8.60%,21.30%,0.09,0.314,0.25,0.317,0.34,0.29,0.284,80,2.5,-8.6,17,2.3
265,Jonathan Schoop,2 Tms,131,501,21,61,61,1,3.80%,23.00%,0.184,0.261,0.233,0.266,0.416,0.29,0.267,80,-1.6,-13.5,6.5,1
266,Hernán Pérez,MIL,132,334,9,36,29,11,5.10%,21.30%,0.133,0.3,0.253,0.29,0.386,0.292,0.285,80,0.7,-7.4,3.5,0.7
267,Tim Beckham,BAL,96,402,12,45,35,1,6.70%,24.90%,0.144,0.282,0.23,0.287,0.374,0.288,0.292,80,-1.2,-11,-4.4,-0.2
268,Isiah Kiner-Falefa,TEX,111,396,4,43,34,7,7.10%,15.70%,0.096,0.306,0.261,0.325,0.357,0.301,0.288,79,0.1,-9.7,0.6,0.5
269,Hunter Dozier,KCR,102,388,11,36,34,2,6.20%,28.10%,0.166,0.296,0.229,0.278,0.395,0.291,0.304,79,-0.5,-10.2,-12.1,-0.9
270,Kevin Kiermaier,TBR,88,367,7,44,29,10,6.80%,24.80%,0.154,0.275,0.217,0.282,0.37,0.282,0.269,79,3.7,-5.5,8.5,1.6
271,Dansby Swanson,ATL,136,533,14,51,59,10,8.30%,22.90%,0.157,0.29,0.238,0.304,0.395,0.293,0.281,79,3.7,-10,9.8,1.7
272,JT Riddle,MIA,102,332,9,28,36,0,6.00%,20.20%,0.146,0.266,0.231,0.277,0.377,0.282,0.291,79,-1.9,-10.5,13.3,1.3
273,Miguel Rojas,MIA,153,528,11,44,53,6,4.50%,13.10%,0.094,0.272,0.252,0.297,0.346,0.282,0.293,79,-1.9,-15.5,13.2,1.4
274,Eduardo Núñez,BOS,127,502,10,56,44,7,3.20%,13.70%,0.123,0.29,0.265,0.289,0.388,0.292,0.28,78,-5.4,-18.7,-3.3,-0.5
275,José Pirela,SDP,146,473,5,54,32,6,6.30%,18.80%,0.096,0.301,0.249,0.3,0.345,0.283,0.292,78,-2.2,-15.1,1.3,0.1
276,Josh Harrison,PIT,97,374,8,41,37,3,4.80%,18.20%,0.113,0.286,0.25,0.293,0.363,0.285,0.276,77,0.9,-9.6,-0.7,0.1
277,Kole Calhoun,LAA,137,552,19,71,57,6,9.60%,24.10%,0.161,0.241,0.208,0.283,0.369,0.283,0.332,77,0,-15.3,-0.7,0.3
278,Greg Allen,CLE,91,291,2,36,20,21,4.80%,19.90%,0.087,0.32,0.257,0.31,0.343,0.288,0.292,76,2.9,-5.3,-0.1,0.5
279,Elvis Andrus,TEX,97,428,6,53,33,5,6.50%,15.40%,0.111,0.292,0.256,0.308,0.367,0.296,0.285,76,0.8,-11.5,4.8,0.8
280,Yangervis Solarte,TOR,122,506,17,50,54,1,6.10%,14.20%,0.152,0.233,0.226,0.277,0.378,0.284,0.301,76,-6.1,-20.7,1.1,-0.2
281,Devon Travis,TOR,103,378,11,41,44,3,4.20%,16.90%,0.148,0.255,0.232,0.275,0.381,0.283,0.31,76,-0.1,-11.1,-11.5,-1
282,Joe Panik,SFG,102,392,4,38,24,4,6.60%,7.70%,0.078,0.265,0.254,0.307,0.332,0.28,0.316,75,-0.7,-12.5,3.1,0.3
283,Logan Morrison,MIN,95,359,15,41,39,1,9.50%,22.30%,0.182,0.196,0.186,0.276,0.368,0.283,0.343,75,-1.4,-12,-6.7,-0.7
284,Dee Strange-Gordon,SEA,141,588,4,62,36,30,1.50%,13.60%,0.081,0.304,0.268,0.288,0.349,0.277,0.272,75,7.2,-10.1,-6.7,0.3
285,Aaron Altherr,PHI,105,285,8,28,38,3,12.60%,31.90%,0.152,0.247,0.181,0.295,0.333,0.282,0.317,74,0.6,-8.4,0.3,0.1
286,Austin Jackson,2 Tms,116,375,3,29,32,3,6.90%,35.50%,0.081,0.387,0.245,0.299,0.326,0.275,0.246,73,-1.1,-13.4,-3.8,-0.6
287,Victor Martinez,DET,133,508,9,32,54,0,6.30%,9.60%,0.103,0.26,0.251,0.297,0.353,0.281,0.313,73,-3.7,-20.1,-13.3,-1.7
288,Martín Maldonado,2 Tms,119,404,9,39,44,0,4.00%,24.30%,0.126,0.28,0.225,0.276,0.351,0.275,0.257,72,-3.1,-16.6,21.7,1.9
289,Jonathan Lucroy,OAK,126,454,4,41,51,0,6.40%,14.30%,0.084,0.273,0.241,0.291,0.325,0.271,0.289,72,-2.8,-18.1,5.4,0.3
290,Wilmer Difo,WSN,148,456,7,55,42,10,8.60%,18.00%,0.12,0.269,0.23,0.298,0.35,0.28,0.281,71,1,-15,3.8,0.3
291,Michael A. Taylor,WSN,134,385,6,46,28,24,7.50%,30.10%,0.13,0.32,0.227,0.287,0.357,0.28,0.269,71,4,-9.6,7.8,1
292,Logan Forsythe,2 Tms,120,416,2,37,27,3,9.90%,20.00%,0.059,0.293,0.232,0.313,0.291,0.274,0.274,71,1,-13.7,-0.6,-0.1
293,Mikie Mahtook,DET,67,250,9,24,29,4,8.40%,26.40%,0.157,0.238,0.202,0.276,0.359,0.276,0.286,70,0.9,-8.1,-0.7,0
294,Adam Duvall,2 Tms,138,427,15,48,61,2,8.70%,27.40%,0.169,0.237,0.195,0.274,0.365,0.277,0.318,69,0.8,-15.5,5.1,0.3
295,Billy Hamilton,CIN,153,556,4,74,29,34,8.30%,23.70%,0.091,0.309,0.236,0.299,0.327,0.277,0.256,68,7.9,-13.6,13.1,1.7
296,Adeiny Hechavarría,3 Tms,94,321,6,34,31,2,5.00%,18.10%,0.098,0.28,0.247,0.279,0.345,0.268,0.275,68,-0.2,-12.4,4.5,0.3
297,Adam Engel,CHW,143,463,6,49,29,16,3.90%,27.90%,0.1,0.322,0.235,0.279,0.336,0.27,0.247,68,1.4,-16.1,11.3,1.1
298,JaCoby Jones,DET,129,467,11,54,34,13,5.10%,30.40%,0.156,0.281,0.207,0.266,0.364,0.274,0.289,68,3.5,-14.3,3.8,0.6
299,Dexter Fowler,STL,90,334,8,40,31,5,11.40%,22.50%,0.118,0.21,0.18,0.278,0.298,0.26,0.275,63,0,-15.2,-10.5,-1.6
300,Rosell Herrera,2 Tms,86,302,1,25,20,3,6.30%,18.90%,0.083,0.288,0.234,0.286,0.317,0.266,0.283,62,0.1,-13.5,0.6,-0.3
301,Scott Kingery,PHI,147,484,8,55,35,10,5.00%,26.00%,0.113,0.291,0.226,0.267,0.338,0.263,0.272,61,0.4,-22.6,1,-0.7
302,José Reyes,NYM,110,251,4,30,16,5,8.80%,15.50%,0.132,0.211,0.189,0.26,0.32,0.255,0.268,61,1.1,-11,0.8,-0.3
303,Delino DeShields,TEX,106,393,2,52,22,20,10.90%,21.10%,0.066,0.28,0.216,0.31,0.281,0.271,0.259,59,4.1,-15.1,8.2,0.7
304,Alcides Escobar,KCR,140,531,4,54,34,8,5.50%,13.90%,0.082,0.263,0.231,0.279,0.313,0.261,0.274,59,2.3,-23.8,-3.1,-0.9
305,Lewis Brinson,MIA,109,406,11,31,42,2,4.20%,29.60%,0.139,0.257,0.199,0.24,0.338,0.248,0.29,56,0.6,-21,-3.7,-1.3
306,James McCann,DET,118,457,8,31,39,0,5.70%,25.40%,0.094,0.282,0.22,0.267,0.314,0.256,0.285,56,-3.3,-27.3,6.1,-0.6
307,Luis Valbuena,LAA,96,288,9,23,33,3,6.60%,34.70%,0.135,0.277,0.199,0.253,0.335,0.253,0.256,56,-1.3,-16.4,-1,-0.8
308,Orlando Arcia,MIL,119,366,3,32,30,7,4.10%,23.80%,0.072,0.305,0.236,0.268,0.307,0.253,0.238,55,0.1,-20.3,8.9,0
309,Caleb Joseph,BAL,82,280,3,28,17,2,3.60%,24.30%,0.102,0.282,0.219,0.254,0.321,0.251,0.253,54,-0.5,-15.8,2.7,-0.4
310,Chris Owings,ARI,106,309,4,34,22,11,7.80%,24.30%,0.096,0.265,0.206,0.272,0.302,0.25,0.289,52,0.8,-17.5,1.7,-0.7
311,Chris Davis,BAL,128,522,16,40,49,2,7.90%,36.80%,0.128,0.237,0.168,0.243,0.296,0.239,0.272,46,-2,-35.7,-6.9,-2.5
312,Christian Vázquez,BOS,80,269,3,24,16,4,4.80%,15.20%,0.076,0.237,0.207,0.257,0.283,0.24,0.281,42,-3.6,-22.2,16.9,0.4
313,Sandy León,BOS,89,288,5,30,22,1,5.20%,26.00%,0.102,0.226,0.177,0.232,0.279,0.227,0.233,34,-3,-25.8,20.6,0.5
