#,Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR
212,Tommy Edman,STL,137,528,13,69,47,27,6.60%,15.90%,0.15,0.275,0.248,0.307,0.399,0.306,0.312,92,2.8,-2.5,8.4,2.4
213,Dominic Smith,WSN,153,586,12,57,46,1,8.00%,15.50%,0.112,0.286,0.254,0.326,0.366,0.306,0.32,91,-5.9,-12.2,-8,0
214,MJ Melendez,KCR,148,602,16,65,56,6,10.30%,28.20%,0.163,0.311,0.235,0.316,0.398,0.31,0.325,91,0.5,-5.8,-12.4,0.2
215,CJ Abrams,WSN,151,614,18,83,64,47,5.20%,19.20%,0.167,0.279,0.245,0.3,0.412,0.306,0.304,91,9.2,2.5,-0.4,2.3
216,Seth Brown,OAK,112,378,14,33,52,3,7.90%,26.70%,0.184,0.27,0.222,0.286,0.405,0.298,0.322,91,-2.5,-6.6,-10,-0.4
217,Jake Cronenworth,SDP,127,522,10,54,48,6,8.80%,18.60%,0.148,0.267,0.229,0.312,0.378,0.301,0.305,91,2.4,-3.4,-6.6,0.8
218,Blake Sabol,SFG,110,344,13,36,44,4,7.00%,34.00%,0.158,0.33,0.235,0.301,0.394,0.303,0.28,91,-0.2,-4.1,-3.8,0.4
219,JJ Bleday,OAK,82,303,10,35,27,5,13.90%,23.80%,0.16,0.226,0.195,0.31,0.355,0.297,0.3,91,0.5,-2.9,-3.5,0.4
220,Ryan McMahon,COL,152,627,23,80,70,5,10.80%,31.60%,0.191,0.326,0.24,0.322,0.431,0.325,0.335,90,-3,-10.7,7.5,1.8
221,Ramón Laureano,2 Tms,105,404,9,46,35,12,8.20%,28.20%,0.147,0.301,0.224,0.304,0.371,0.298,0.307,90,-0.1,-4.9,1.2,1
222,Bryan De La Cruz,MIA,153,626,19,60,78,4,6.40%,22.70%,0.154,0.307,0.257,0.304,0.411,0.309,0.331,90,-3.7,-11.6,-12.9,-0.3
223,Trent Grisham,SDP,153,555,13,67,50,15,13.50%,27.70%,0.154,0.264,0.198,0.315,0.352,0.299,0.322,90,1.5,-5.7,3.4,1.7
224,Akil Baddoo,DET,112,357,11,40,34,14,11.80%,24.90%,0.154,0.268,0.218,0.31,0.372,0.299,0.301,89,3.6,-1,-3.5,0.8
225,Miguel Cabrera,DET,98,370,4,21,34,0,8.40%,20.00%,0.096,0.317,0.257,0.322,0.353,0.299,0.301,89,-4.2,-9,-10.2,-0.6
226,Zach Neto,LAA,84,329,9,38,34,5,6.10%,23.40%,0.152,0.272,0.225,0.308,0.377,0.302,0.312,88,0,-4.6,4.4,1.1
227,Alec Burleson,STL,107,347,8,34,36,3,6.60%,13.00%,0.146,0.261,0.244,0.3,0.39,0.3,0.337,88,-2.1,-7.1,-11.2,-0.6
228,Stuart Fairchild,CIN,97,255,5,34,28,10,9.80%,27.10%,0.16,0.306,0.228,0.321,0.388,0.312,0.314,88,1.9,-1.8,1.3,0.8
229,Jake Meyers,HOU,112,341,10,42,33,5,7.60%,25.80%,0.155,0.283,0.227,0.296,0.382,0.297,0.283,88,0.7,-4.2,5,1.2
230,Andruw Monasterio,MIL,92,315,3,38,27,7,8.90%,21.00%,0.089,0.326,0.259,0.33,0.348,0.302,0.308,88,-0.6,-5.4,0,0.5
231,Andrew Benintendi,CHW,151,621,5,72,45,13,8.40%,14.30%,0.094,0.301,0.262,0.326,0.356,0.299,0.31,87,1.6,-7.7,-17.1,-0.3
232,Amed Rosario,2 Tms,142,545,6,70,58,15,5.30%,18.20%,0.116,0.314,0.263,0.305,0.378,0.297,0.305,87,0.6,-7.7,-6.9,0.4
233,Jake Bauers,NYY,84,272,12,28,30,3,9.90%,34.90%,0.211,0.268,0.202,0.279,0.413,0.297,0.336,87,-2.4,-6.6,-7.2,-0.4
234,José Abreu,HOU,141,594,18,62,90,0,7.10%,21.90%,0.146,0.276,0.237,0.296,0.383,0.295,0.314,87,-2.5,-11.8,-13,-0.4
235,Giancarlo Stanton,NYY,101,415,24,43,60,0,9.90%,29.90%,0.229,0.21,0.191,0.275,0.42,0.297,0.325,86,-2.8,-9.6,-10.9,-0.6
236,Shea Langeliers,OAK,135,490,22,52,63,3,6.90%,29.20%,0.208,0.246,0.205,0.268,0.413,0.29,0.297,86,0.1,-8.1,-1.7,0.7
237,Brian Anderson,MIL,96,361,9,38,40,1,10.00%,29.90%,0.142,0.309,0.226,0.31,0.368,0.299,0.316,86,-1.5,-7.9,-1.3,0.3
238,Salvador Perez,KCR,140,580,23,59,80,0,3.30%,23.30%,0.167,0.294,0.255,0.292,0.422,0.302,0.325,86,-5.2,-15.1,-8.5,-0.4
239,Esteury Ruiz,OAK,132,497,5,47,47,67,4.00%,19.90%,0.091,0.315,0.254,0.309,0.345,0.29,0.271,85,8.3,-0.4,-4.3,1.2
240,Luis Matos,SFG,76,253,2,24,14,3,7.90%,13.00%,0.092,0.285,0.25,0.319,0.342,0.295,0.304,85,-0.4,-5,-7.8,-0.4
241,Miguel Vargas,LAD,81,304,7,36,32,3,12.50%,20.10%,0.172,0.224,0.195,0.305,0.367,0.295,0.304,85,0,-5.7,-4.4,0
242,Nick Madrigal,CHC,92,294,2,34,28,10,3.40%,8.20%,0.089,0.283,0.263,0.311,0.352,0.294,0.294,85,-0.7,-6.2,8.2,1.2
243,Daulton Varsho,TOR,158,581,20,65,61,16,7.70%,23.20%,0.169,0.256,0.22,0.285,0.389,0.293,0.302,85,2.4,-8.2,9,2.1
244,Luis García Jr.,WSN,122,482,9,61,50,9,5.60%,12.40%,0.119,0.286,0.266,0.304,0.385,0.297,0.308,85,-0.4,-9.5,-1.5,0.5
245,C.J. Cron,2 Tms,71,278,12,38,37,0,6.10%,23.40%,0.186,0.284,0.248,0.295,0.434,0.312,0.332,84,-4,-9.3,-3.4,-0.3
246,Kyle Higashioka,NYY,92,260,10,24,34,0,5.40%,28.50%,0.178,0.292,0.236,0.274,0.413,0.293,0.309,84,-0.5,-5.5,9.9,1.3
247,Matt Thaiss,LAA,95,307,9,32,31,2,11.70%,27.00%,0.126,0.272,0.214,0.319,0.34,0.295,0.331,84,-1.9,-7.9,1.8,0.4
248,Taylor Walls,TBR,99,349,8,50,36,22,12.60%,26.40%,0.132,0.261,0.201,0.305,0.333,0.287,0.274,84,4.8,-2,-2.5,0.8
249,Travis d'Arnaud,ATL,74,292,11,31,39,0,7.20%,22.90%,0.172,0.258,0.225,0.288,0.397,0.297,0.326,84,-1.3,-7.2,4.3,0.7
250,Tyler Stephenson,CIN,142,517,13,59,56,0,9.10%,26.10%,0.135,0.314,0.243,0.317,0.378,0.305,0.314,84,-2.3,-12.8,-11.3,-0.7
251,Dylan Carlson,STL,76,255,5,27,27,3,10.20%,19.20%,0.114,0.256,0.219,0.318,0.333,0.293,0.318,83,0,-5.2,-3.3,0
252,Maikel Garcia,KCR,123,515,4,59,50,23,7.40%,22.30%,0.086,0.344,0.272,0.323,0.358,0.299,0.319,83,1.3,-8.9,12,2.1
253,Elly De La Cruz,CIN,98,427,13,67,44,35,8.20%,33.70%,0.175,0.336,0.235,0.3,0.41,0.305,0.303,83,6.6,-2.3,5.9,1.8
254,Elias Díaz,COL,141,526,14,48,72,1,6.50%,22.40%,0.142,0.324,0.267,0.316,0.409,0.314,0.296,83,-1.8,-12.9,-5.1,0
255,Zach McKinstry,DET,148,518,9,60,35,16,8.50%,21.80%,0.121,0.284,0.231,0.302,0.351,0.289,0.312,82,1.1,-9.9,2.6,1
256,Emmanuel Rivera,ARI,86,283,4,32,29,1,7.80%,19.80%,0.097,0.313,0.261,0.314,0.358,0.295,0.312,82,-0.9,-7.2,0.4,0.3
257,Anthony Volpe,NYY,159,601,21,62,60,24,8.70%,27.80%,0.174,0.259,0.209,0.283,0.383,0.29,0.308,82,3.4,-9.6,7.4,1.8
258,David Peralta,LAD,133,422,7,47,55,4,4.70%,17.10%,0.122,0.296,0.259,0.294,0.381,0.29,0.309,82,-3.1,-12.6,-4,-0.2
259,Ildemaro Vargas,WSN,86,286,4,32,31,1,6.60%,7.00%,0.111,0.259,0.252,0.304,0.363,0.292,0.303,82,0.3,-6.1,2.1,0.6
260,Joshua Palacios,PIT,91,264,10,26,40,5,4.50%,21.20%,0.174,0.269,0.239,0.279,0.413,0.297,0.318,82,1.1,-4.9,-2.2,0.2
261,Nick Senzel,CIN,104,330,13,49,42,6,7.90%,22.40%,0.163,0.269,0.236,0.297,0.399,0.302,0.296,82,1.2,-6.3,-10.2,-0.5
262,Drew Waters,KCR,98,337,8,40,32,16,8.00%,31.80%,0.149,0.321,0.228,0.3,0.377,0.296,0.313,81,1.2,-6.4,2.9,0.8
263,Elvis Andrus,CHW,112,406,6,39,44,12,6.20%,17.50%,0.107,0.294,0.251,0.304,0.358,0.29,0.267,81,0.7,-8.4,6.8,1.2
264,Owen Miller,MIL,90,314,5,29,27,13,5.40%,19.40%,0.11,0.31,0.261,0.303,0.371,0.292,0.288,81,1.4,-6,4.5,0.9
265,Corey Julks,HOU,93,323,6,35,33,15,6.80%,23.20%,0.107,0.306,0.245,0.297,0.352,0.286,0.295,80,1.2,-6.5,-0.3,0.4
266,Santiago Espinal,TOR,93,254,2,30,25,2,7.10%,14.20%,0.087,0.285,0.248,0.31,0.335,0.285,0.293,80,-0.8,-6.9,-2.2,0
267,Yasmani Grandal,CHW,118,405,8,33,33,0,8.90%,21.20%,0.105,0.284,0.234,0.309,0.339,0.288,0.282,80,-3.8,-13.6,0.2,0
268,Will Brennan,CLE,138,455,5,41,41,13,3.50%,12.50%,0.09,0.296,0.266,0.299,0.356,0.285,0.305,80,-1.3,-12.4,-2.7,0.1
269,Isiah Kiner-Falefa,NYY,115,361,6,39,37,14,7.80%,19.40%,0.098,0.289,0.242,0.306,0.34,0.286,0.295,79,0,-8.9,1.7,0.5
270,Nick Pratto,KCR,95,345,7,33,35,1,8.40%,40.00%,0.121,0.388,0.232,0.307,0.353,0.292,0.278,79,-1.4,-10.1,-8.7,-0.7
271,Rowdy Tellez,MIL,106,351,13,26,47,0,10.00%,24.50%,0.161,0.249,0.215,0.291,0.376,0.288,0.306,78,-2.1,-11.5,-7.7,-0.7
272,Jurickson Profar,2 Tms,125,521,9,55,46,1,9.60%,17.30%,0.126,0.279,0.242,0.321,0.368,0.304,0.306,78,-2.4,-16.6,-16.8,-1.6
273,Elehuris Montero,COL,85,307,11,40,39,0,4.90%,36.20%,0.183,0.352,0.243,0.29,0.426,0.306,0.254,78,-1.1,-9.6,-9.6,-0.9
274,Josh Rojas,2 Tms,105,350,4,47,40,12,7.70%,23.10%,0.092,0.313,0.245,0.303,0.338,0.284,0.278,78,2.5,-7.1,5,1
275,Jake McCarthy,ARI,99,312,2,37,16,26,8.30%,19.90%,0.083,0.305,0.243,0.318,0.326,0.289,0.293,78,4.4,-4.2,-5.1,0.1
276,Mike Moustakas,2 Tms,112,386,12,43,48,0,6.00%,24.60%,0.145,0.296,0.247,0.293,0.392,0.294,0.27,78,-1.9,-12.2,-5.4,-0.4
277,Connor Wong,BOS,126,403,9,55,36,8,5.50%,33.30%,0.151,0.341,0.235,0.288,0.385,0.292,0.274,78,-0.4,-11.2,-0.7,0.2
278,Jordan Diaz,OAK,90,293,10,20,27,0,5.80%,23.50%,0.143,0.258,0.221,0.273,0.364,0.278,0.285,77,-1.3,-9.2,-8,-0.7
279,Kevin Newman,CIN,74,253,3,28,28,8,6.70%,13.40%,0.111,0.28,0.253,0.311,0.364,0.296,0.311,77,1,-6.1,-2.8,0
280,Zack Short,DET,112,253,7,17,33,5,11.10%,26.10%,0.136,0.255,0.204,0.292,0.339,0.281,0.297,77,-0.4,-7.4,-2.2,-0.1
281,Patrick Bailey,SFG,97,353,7,29,48,1,5.90%,28.30%,0.126,0.314,0.233,0.285,0.359,0.282,0.313,76,-0.3,-10.6,25.4,2.7
282,Nicky Lopez,2 Tms,94,262,1,32,25,6,9.90%,15.30%,0.076,0.276,0.231,0.326,0.307,0.288,0.292,76,0.9,-6.5,8.6,1.1
283,Tony Kemp,OAK,124,419,5,42,27,15,10.50%,9.50%,0.095,0.221,0.209,0.303,0.304,0.276,0.297,76,0,-12.2,-2.5,0
284,Henry Davis,PIT,62,255,7,27,24,3,9.80%,27.10%,0.138,0.273,0.213,0.302,0.351,0.287,0.291,76,-2.7,-10.4,-7.6,-0.9
285,Trey Mancini,CHC,79,263,4,31,28,0,8.00%,29.70%,0.102,0.327,0.234,0.299,0.336,0.28,0.272,76,-2.2,-10.1,-6.5,-0.8
286,Joey Wiemer,MIL,132,410,13,48,42,11,8.80%,28.30%,0.158,0.258,0.204,0.283,0.362,0.284,0.289,75,0.6,-11.9,8.9,1.1
287,Starling Marte,NYM,86,341,5,38,28,24,4.70%,20.20%,0.076,0.303,0.248,0.301,0.324,0.278,0.312,75,3.6,-6.8,-7.7,-0.3
288,Yuli Gurriel,MIA,108,329,4,32,27,4,7.90%,13.40%,0.114,0.272,0.245,0.304,0.359,0.287,0.273,75,1.8,-8.3,-6.9,-0.4
289,Kris Bryant,COL,80,335,10,36,31,0,8.70%,20.30%,0.133,0.27,0.233,0.313,0.367,0.302,0.323,75,-2,-12.5,-10.5,-1.2
290,Kyle Isbel,KCR,91,313,5,45,34,7,5.40%,18.80%,0.14,0.283,0.24,0.282,0.38,0.286,0.289,75,2.7,-6.8,6.9,1.1
291,Alex Call,WSN,128,439,8,43,38,9,12.10%,17.80%,0.107,0.23,0.2,0.307,0.307,0.28,0.296,74,-0.6,-14.9,5.8,0.6
292,Jace Peterson,2 Tms,134,430,6,35,37,15,10.90%,23.50%,0.096,0.27,0.211,0.304,0.307,0.275,0.287,73,2.1,-11.8,1.1,0.4
293,Gabriel Arias,CLE,122,345,10,36,26,3,8.10%,32.80%,0.143,0.29,0.21,0.275,0.352,0.276,0.304,73,0.5,-10.7,4.1,0.5
294,Christian Bethancourt,TBR,104,332,11,49,33,1,3.90%,27.40%,0.156,0.278,0.225,0.254,0.381,0.271,0.266,73,-1.2,-12,5,0.4
295,Ezequiel Tovar,COL,153,615,15,79,73,11,4.10%,27.00%,0.155,0.328,0.253,0.287,0.408,0.298,0.291,72,-0.8,-21.8,18,1.7
296,Michael Massey,KCR,129,461,15,42,55,6,5.20%,21.50%,0.152,0.261,0.229,0.274,0.381,0.283,0.319,72,0.9,-14.4,2.5,0.4
297,Enrique Hernández,2 Tms,140,508,11,57,61,4,6.70%,19.10%,0.12,0.273,0.237,0.289,0.357,0.282,0.272,72,-1,-17.9,-10.6,-1.1
298,Aledmys Díaz,OAK,109,344,4,25,24,1,4.90%,19.20%,0.108,0.273,0.229,0.28,0.337,0.268,0.271,71,-2.3,-14.4,-1.4,-0.4
299,Alek Thomas,ARI,125,402,9,51,39,9,4.70%,21.40%,0.144,0.273,0.23,0.273,0.374,0.278,0.291,70,4.8,-9.9,-0.9,0.3
300,Miguel Rojas,LAD,125,423,5,49,31,8,6.10%,11.30%,0.086,0.255,0.236,0.29,0.322,0.271,0.288,69,-0.4,-16.7,8.8,0.6
301,Rodolfo Castro,2 Tms,92,256,6,21,24,1,9.00%,28.90%,0.11,0.284,0.211,0.297,0.322,0.277,0.268,69,-2,-11.9,-3.7,-0.7
302,Myles Straw,CLE,147,518,1,52,29,20,8.10%,18.70%,0.058,0.295,0.238,0.301,0.297,0.268,0.272,68,3.3,-16.6,0.4,0.2
303,Nick Maton,DET,93,293,8,29,32,1,13.00%,24.90%,0.133,0.206,0.173,0.288,0.305,0.268,0.285,68,-0.4,-11.7,-8.9,-1
304,Harrison Bader,2 Tms,98,344,7,44,40,20,4.90%,17.20%,0.116,0.261,0.232,0.274,0.348,0.271,0.288,68,3.6,-9.8,7.6,1
305,Jorge Mateo,BAL,116,350,7,58,34,32,6.30%,23.40%,0.123,0.267,0.217,0.267,0.34,0.265,0.289,67,6.1,-7.6,2.4,0.7
306,Brett Baty,NYM,108,389,9,41,34,2,7.50%,28.00%,0.11,0.28,0.212,0.275,0.323,0.266,0.3,67,-0.6,-16.4,-1.5,-0.5
307,Martín Maldonado,HOU,117,407,15,33,36,0,7.40%,34.20%,0.157,0.26,0.191,0.258,0.348,0.266,0.267,67,-1.7,-18,-4.4,-0.8
308,Eduardo Escobar,2 Tms,100,309,6,32,31,2,5.80%,25.20%,0.118,0.286,0.226,0.269,0.344,0.267,0.244,65,-1.1,-14,-5.2,-0.9
309,Paul DeJong,3 Tms,112,400,14,41,38,4,5.30%,30.30%,0.148,0.264,0.207,0.258,0.355,0.266,0.278,65,-2.1,-19,10.4,0.5
310,Ji Hwan Bae,PIT,111,371,2,54,32,24,8.10%,24.80%,0.081,0.31,0.231,0.296,0.311,0.272,0.264,65,2.9,-13.1,-0.5,-0.1
311,Christian Vázquez,MIN,102,355,6,34,32,1,7.00%,23.10%,0.095,0.279,0.223,0.28,0.318,0.264,0.268,65,-3.8,-18.9,15.8,0.9
312,Javier Báez,DET,136,547,9,58,59,12,4.40%,22.90%,0.104,0.274,0.222,0.267,0.325,0.261,0.279,63,2.3,-22.2,11.3,0.8
313,Brandon Crawford,SFG,94,320,7,31,38,3,8.80%,25.30%,0.12,0.241,0.194,0.273,0.314,0.26,0.294,62,0.1,-15,7.8,0.4
314,Gavin Sheets,CHW,118,344,10,24,43,1,8.10%,19.20%,0.129,0.222,0.203,0.267,0.331,0.261,0.267,61,-1,-17,-9.5,-1.5
315,Brice Turang,MIL,137,448,6,46,34,26,8.50%,21.00%,0.082,0.268,0.218,0.285,0.3,0.262,0.274,61,2.9,-18.9,1.9,-0.2
316,Tim Anderson,CHW,123,524,1,52,25,13,5.00%,23.30%,0.051,0.323,0.245,0.286,0.296,0.26,0.279,60,1.6,-23.3,3.4,-0.2
317,Oswaldo Cabrera,NYY,115,330,5,35,29,8,7.60%,21.80%,0.087,0.26,0.211,0.275,0.299,0.256,0.259,58,0.2,-16.5,-3.6,-0.9
318,Casey Schmitt,SFG,90,277,5,28,30,2,4.70%,23.50%,0.119,0.253,0.206,0.255,0.324,0.254,0.282,58,-0.8,-15.3,0.1,-0.6
319,Jacob Stallings,MIA,89,276,3,22,20,0,9.80%,24.30%,0.095,0.249,0.191,0.278,0.286,0.256,0.262,55,-3.2,-18.6,4.9,-0.4
320,Nick Allen,OAK,106,329,4,29,20,5,5.20%,15.80%,0.066,0.253,0.221,0.263,0.287,0.245,0.25,54,-0.4,-18.5,4,-0.3
321,Oscar Colás,CHW,75,263,5,32,19,4,4.60%,27.00%,0.098,0.281,0.216,0.257,0.314,0.249,0.264,53,-0.5,-15.3,-4,-1
322,Nick Fortes,MIA,108,323,6,33,26,4,5.30%,18.30%,0.095,0.234,0.204,0.263,0.299,0.251,0.262,51,0.1,-19.5,14.3,0.6
323,Jean Segura,MIA,85,326,3,25,21,6,6.70%,14.40%,0.06,0.251,0.219,0.277,0.279,0.25,0.281,50,-1.6,-21.7,-2.2,-1.3
324,Kolten Wong,2 Tms,87,250,4,25,27,3,7.20%,21.20%,0.08,0.218,0.183,0.256,0.263,0.236,0.262,50,0,-15.1,-0.7,-0.7
325,Harold Castro,COL,99,270,1,24,31,1,3.30%,24.40%,0.062,0.332,0.252,0.275,0.314,0.258,0.263,45,-1.1,-19.3,-4.4,-1.5
326,Joey Wendle,MIA,112,318,2,33,20,7,4.10%,21.10%,0.094,0.264,0.212,0.248,0.306,0.242,0.263,45,1.7,-19.9,1,-0.8
327,Brenton Doyle,COL,126,431,10,48,48,22,5.10%,35.00%,0.14,0.295,0.203,0.25,0.343,0.257,0.258,45,3.2,-26.3,17.4,0.6
328,Eric Haase,2 Tms,89,293,4,22,26,4,5.80%,27.60%,0.08,0.268,0.201,0.247,0.281,0.233,0.253,43,-0.5,-20.4,-0.2,-1
