#,Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR
35,Freddie Freeman,ATL,159,695,31,120,83,8,12.20%,15.40%,0.203,0.321,0.3,0.393,0.503,0.379,0.416,136,1.4,33.2,-9.9,4.7
36,Paul Goldschmidt,STL,158,679,31,102,99,12,9.90%,20.00%,0.221,0.331,0.294,0.365,0.514,0.373,0.397,136,1.4,32.5,-7.2,4.8
37,Cedric Mullins,BAL,159,675,30,91,59,30,8.70%,18.50%,0.228,0.322,0.291,0.36,0.518,0.372,0.344,136,2.5,31.9,4.7,6
38,Brandon Nimmo,NYM,92,386,8,51,28,5,14.00%,20.50%,0.145,0.366,0.292,0.401,0.437,0.369,0.345,135,-0.1,17.2,2.4,3.3
39,Mike Zunino,TBR,109,375,33,64,62,0,9.10%,35.20%,0.342,0.231,0.216,0.301,0.559,0.358,0.354,133,-0.2,15,12.7,4.1
40,Carlos Correa,HOU,148,640,26,104,92,0,11.70%,18.10%,0.205,0.308,0.279,0.366,0.485,0.364,0.373,133,-1.2,24.7,16.2,6.3
41,Yuli Gurriel,HOU,143,605,15,83,81,1,9.80%,11.20%,0.143,0.336,0.319,0.383,0.462,0.363,0.326,133,-1.3,22.9,-10.9,3.3
42,Rafael Devers,BOS,156,664,38,101,113,5,9.30%,21.50%,0.259,0.307,0.279,0.352,0.538,0.373,0.394,133,-0.3,26.1,-6.6,4.2
43,Starling Marte,2 Tms,120,526,12,89,55,47,8.20%,18.80%,0.148,0.372,0.31,0.383,0.458,0.364,0.347,132,10.2,31.2,2.6,5.2
44,Teoscar Hernández,TOR,143,595,32,92,116,12,6.10%,24.90%,0.227,0.352,0.296,0.346,0.524,0.369,0.37,132,1.4,24.6,-4.9,4
45,Pete Alonso,NYM,152,637,37,81,94,3,9.40%,19.90%,0.257,0.274,0.262,0.344,0.519,0.363,0.377,131,-2.3,22.9,-9,3.5
46,Marcus Semien,TOR,162,724,45,115,102,15,9.10%,20.20%,0.273,0.276,0.265,0.334,0.538,0.368,0.336,131,2.1,29.6,5,6
47,Mookie Betts,LAD,122,550,23,93,58,10,12.40%,15.60%,0.223,0.276,0.264,0.367,0.487,0.365,0.357,131,0.6,22.1,-1.5,3.9
48,Will Smith,LAD,130,501,25,71,76,3,11.60%,20.20%,0.237,0.274,0.258,0.365,0.495,0.364,0.362,130,-1.7,17.3,11.7,4.6
49,Ty France,SEA,152,650,18,85,73,0,7.10%,16.30%,0.154,0.327,0.291,0.368,0.445,0.353,0.346,129,-0.7,22.5,-12.7,3.2
50,Xander Bogaerts,BOS,144,603,23,90,79,5,10.30%,18.70%,0.198,0.333,0.295,0.37,0.493,0.368,0.359,129,0.3,21.8,-1.2,4.1
51,Garrett Cooper,MIA,71,250,9,30,33,1,12.00%,27.20%,0.181,0.374,0.284,0.38,0.465,0.367,0.362,129,-2.3,6.9,-6.9,0.8
52,Jose Altuve,HOU,146,678,31,117,83,5,9.70%,13.40%,0.211,0.28,0.278,0.35,0.489,0.357,0.332,128,1.2,24.8,4.3,5.3
53,Tony Kemp,OAK,131,397,8,54,37,8,13.10%,12.80%,0.139,0.304,0.279,0.382,0.418,0.351,0.321,128,2.1,15.8,0.3,3
54,Franmil Reyes,CLE,115,466,30,57,85,4,9.20%,32.00%,0.268,0.314,0.254,0.324,0.522,0.354,0.353,128,-2.1,13.8,-12.6,1.7
55,Rhys Hoskins,PHI,107,443,27,64,71,3,10.60%,24.40%,0.283,0.27,0.247,0.334,0.53,0.364,0.378,127,-2.2,13.2,-8.8,1.9
56,Randy Arozarena,TBR,141,604,20,94,69,20,9.30%,28.10%,0.185,0.363,0.274,0.356,0.459,0.35,0.304,127,1.7,21.8,-3.2,3.9
57,J.D. Martinez,BOS,148,634,28,92,99,0,8.70%,23.70%,0.232,0.34,0.286,0.349,0.518,0.364,0.374,126,-1.7,18.7,-13.2,2.7
58,Justin Turner,LAD,151,612,27,87,87,3,10.00%,16.00%,0.193,0.292,0.278,0.361,0.471,0.358,0.359,126,-2.8,17.6,2.2,4.1
59,Jared Walsh,LAA,144,585,29,70,98,2,8.20%,26.00%,0.232,0.335,0.277,0.34,0.509,0.357,0.326,126,-1.5,17.1,-13.6,2.4
60,Josh Donaldson,MIN,135,543,26,73,72,0,13.60%,21.00%,0.228,0.268,0.247,0.352,0.475,0.353,0.388,126,-1.2,16,-0.5,3.4
61,Wander Franco,TBR,70,308,7,53,39,2,7.80%,12.00%,0.174,0.311,0.288,0.347,0.463,0.348,0.329,126,3,12.8,0.1,2.4
62,C.J. Cron,COL,142,547,28,70,92,1,11.00%,21.40%,0.249,0.316,0.281,0.375,0.53,0.383,0.364,125,-2.7,15,-10.1,2.3
63,Salvador Perez,KCR,161,665,48,88,121,1,4.20%,25.60%,0.271,0.298,0.273,0.316,0.544,0.359,0.371,125,-3.7,16.7,-12.6,2.7
64,José Abreu,CHW,152,659,30,86,117,1,9.30%,21.70%,0.219,0.293,0.261,0.351,0.481,0.354,0.349,125,-2,17.9,-12.2,2.8
65,Kris Bryant,2 Tms,144,586,25,86,73,10,10.60%,23.00%,0.216,0.313,0.265,0.353,0.481,0.356,0.346,124,2.5,20.7,-9.5,3.1
66,Jorge Polanco,MIN,152,644,33,97,98,11,7.00%,18.30%,0.235,0.282,0.269,0.323,0.503,0.349,0.348,124,1.4,20.1,-2.5,4
67,Evan Longoria,SFG,81,291,13,45,46,1,12.00%,23.40%,0.221,0.305,0.261,0.351,0.482,0.352,0.351,123,-1,7.6,2.2,2
68,Manny Machado,SDP,153,640,28,92,106,12,9.80%,15.90%,0.211,0.29,0.278,0.347,0.489,0.35,0.376,123,-0.3,18.7,4.5,4.5
69,Nelson Cruz,2 Tms,140,584,32,79,86,3,8.70%,21.60%,0.232,0.286,0.265,0.334,0.497,0.346,0.363,123,-3.4,13.1,-14.3,1.9
70,Joey Gallo,2 Tms,153,616,38,90,77,6,18.00%,34.60%,0.259,0.246,0.199,0.351,0.458,0.348,0.352,123,1.9,19,3.4,4.4
71,Rafael Ortega,CHC,103,330,11,44,33,12,9.10%,21.20%,0.172,0.349,0.291,0.36,0.463,0.355,0.311,122,0.4,9.8,-5,1.6
72,Jonathan India,CIN,150,631,21,98,69,12,11.30%,22.30%,0.19,0.326,0.269,0.376,0.459,0.363,0.352,122,-0.3,17.2,-4.3,3.4
73,Bo Bichette,TOR,159,690,29,121,102,25,5.80%,19.90%,0.186,0.339,0.298,0.343,0.484,0.354,0.355,122,4.9,23.2,1.8,4.9
74,Michael Brantley,HOU,121,508,8,68,47,1,6.50%,10.40%,0.126,0.337,0.311,0.362,0.437,0.347,0.361,121,-0.8,12.5,-8.7,2.1
75,Mitch Haniger,SEA,157,691,39,110,100,1,7.80%,24.50%,0.232,0.281,0.253,0.318,0.485,0.34,0.35,120,-2.2,14.9,-16.8,2.2
76,Yoán Moncada,CHW,144,616,14,74,61,3,13.60%,25.50%,0.148,0.35,0.263,0.375,0.412,0.347,0.353,120,-1,14.1,2.2,3.7
77,Willy Adames,2 Tms,140,555,25,77,73,5,10.30%,28.10%,0.219,0.331,0.262,0.337,0.481,0.349,0.325,120,-1.2,12.8,-0.6,3.1
78,Josh Bell,WSN,144,568,27,75,88,0,11.40%,17.80%,0.215,0.276,0.261,0.347,0.476,0.352,0.367,119,-3.9,10,-7.3,2.2
79,Jeimer Candelario,DET,149,626,16,75,67,0,10.40%,21.60%,0.172,0.333,0.271,0.351,0.443,0.344,0.356,119,1.1,15.5,1.6,3.9
80,Tim Anderson,CHW,123,551,17,94,61,18,4.00%,21.60%,0.159,0.372,0.309,0.338,0.469,0.345,0.324,118,3.9,16.3,7.6,4.3
81,LaMonte Wade Jr.,SFG,109,381,18,52,56,6,8.70%,23.40%,0.229,0.289,0.253,0.326,0.482,0.343,0.344,118,-0.4,8.1,-2,1.9
82,Jake Cronenworth,SDP,152,643,21,94,71,4,8.60%,14.00%,0.194,0.283,0.266,0.34,0.46,0.341,0.344,117,-0.1,14.2,1.4,3.7
83,Patrick Wisdom,CHC,106,375,28,54,61,4,8.50%,40.80%,0.287,0.318,0.231,0.305,0.518,0.346,0.321,117,-0.4,7.7,2.8,2.3
84,Ji Man Choi,TBR,83,305,11,36,45,0,14.80%,28.50%,0.182,0.3,0.229,0.348,0.411,0.334,0.342,117,0.4,6.6,-6.1,1.1
85,Javier Báez,2 Tms,138,547,31,80,87,18,5.10%,33.60%,0.229,0.352,0.265,0.319,0.494,0.344,0.321,117,4.5,16.1,6.7,4.1
86,Mark Canha,OAK,141,625,17,93,61,12,12.30%,20.50%,0.156,0.274,0.231,0.358,0.387,0.333,0.332,116,0.5,12.7,-5.2,2.9
87,Avisaíl García,MIL,135,515,29,68,86,8,7.40%,23.50%,0.228,0.291,0.262,0.33,0.49,0.346,0.366,115,-1.1,9.1,-3.5,2.3
88,Ramón Urías,BAL,85,296,7,33,38,1,9.50%,25.70%,0.134,0.369,0.279,0.361,0.412,0.341,0.344,115,-0.8,4.5,-4.1,1.1
89,Robbie Grossman,DET,156,671,23,88,67,20,14.60%,23.10%,0.176,0.286,0.239,0.357,0.415,0.337,0.334,114,2.7,14.4,-11.9,2.5
90,Alex Bregman,HOU,91,400,12,54,55,1,11.00%,13.30%,0.152,0.286,0.27,0.355,0.422,0.336,0.332,114,-1.2,5.7,2,2.1
91,Anthony Rizzo,2 Tms,141,576,22,73,61,6,9.00%,15.10%,0.192,0.258,0.248,0.344,0.44,0.339,0.347,114,-1.8,8.3,-6.1,2.2
92,Nathaniel Lowe,TEX,157,642,18,75,72,8,12.50%,25.20%,0.151,0.339,0.264,0.357,0.415,0.337,0.323,114,1.6,12.5,-14.2,2
93,Wilmer Flores,SFG,139,436,18,57,53,1,9.40%,12.80%,0.185,0.264,0.262,0.335,0.447,0.337,0.312,114,-2.7,4.9,-0.9,1.9
94,Chris Taylor,LAD,148,582,20,92,73,13,10.80%,28.70%,0.183,0.337,0.254,0.344,0.438,0.338,0.329,113,4,13.6,-6.6,2.7
95,Hunter Renfroe,BOS,144,572,31,89,96,1,7.70%,22.70%,0.242,0.284,0.259,0.315,0.501,0.344,0.354,113,-3.3,5.7,0.3,2.6
96,Adam Frazier,2 Tms,155,639,5,83,43,10,7.50%,10.80%,0.106,0.339,0.305,0.368,0.411,0.341,0.324,113,-0.9,9.6,1.6,3.3
97,Ramón Laureano,OAK,88,378,14,43,39,12,7.10%,25.90%,0.196,0.304,0.246,0.317,0.443,0.327,0.335,112,-1.3,4.3,0.6,1.8
98,Austin Meadows,TBR,142,591,27,79,106,4,10.00%,20.60%,0.224,0.249,0.234,0.315,0.458,0.327,0.326,112,-1.8,6.9,-12.3,1.5
99,Luis Urías,MIL,150,570,23,77,75,5,11.10%,20.40%,0.196,0.28,0.249,0.345,0.445,0.34,0.333,112,0.5,9.2,-5.2,2.3
100,Miguel Sanó,MIN,135,532,30,68,75,2,11.10%,34.40%,0.243,0.291,0.223,0.312,0.466,0.332,0.322,112,-2.3,5.3,-14.8,0.9
101,Nolan Arenado,STL,157,653,34,81,105,2,7.70%,14.70%,0.239,0.249,0.255,0.312,0.494,0.336,0.311,112,1.3,10.9,9.6,4.3
102,Dylan Carlson,STL,149,619,18,79,65,2,9.20%,24.60%,0.172,0.332,0.266,0.343,0.437,0.336,0.322,111,0,9,-5.9,2.4
103,Tyler Stephenson,CIN,132,402,10,56,45,0,10.20%,18.70%,0.146,0.333,0.286,0.366,0.431,0.346,0.324,111,-2,3.6,0.7,1.8
104,Willson Contreras,CHC,128,483,21,61,57,5,10.80%,28.60%,0.201,0.298,0.237,0.34,0.438,0.337,0.346,111,-1.8,4.9,5.5,2.7
105,Jesús Sánchez,MIA,64,251,14,27,36,0,8.00%,31.10%,0.238,0.316,0.251,0.319,0.489,0.339,0.333,111,-1.4,2.1,-1.3,0.9
106,Ryan Mountcastle,BAL,144,586,33,77,89,4,7.00%,27.50%,0.232,0.297,0.255,0.309,0.487,0.335,0.326,111,-0.4,7.4,-19.1,0.8
107,Wil Myers,SDP,146,500,17,56,63,8,10.80%,28.20%,0.179,0.333,0.256,0.334,0.434,0.33,0.295,111,0.2,7.1,-1.1,2.3
108,Yandy Díaz,TBR,134,541,13,62,64,1,12.80%,15.70%,0.131,0.286,0.256,0.353,0.387,0.325,0.332,110,-2.4,4.4,-5.8,1.7
109,Tyler Naquin,CIN,127,454,19,52,70,5,7.70%,23.30%,0.207,0.318,0.27,0.333,0.477,0.345,0.34,110,0.7,6.6,-7.9,1.4
110,Jean Segura,PHI,131,567,14,76,58,9,6.90%,13.80%,0.146,0.317,0.29,0.348,0.436,0.338,0.319,110,1.2,8.3,7.6,3.5
111,Kolten Wong,MIL,116,492,14,70,50,12,6.30%,16.90%,0.175,0.305,0.272,0.335,0.447,0.337,0.308,109,1.8,7.8,1.8,2.6
112,Enrique Hernández,BOS,134,585,20,84,60,1,10.40%,18.80%,0.199,0.278,0.25,0.337,0.449,0.338,0.346,109,2.6,8.8,7.6,3.7
113,J.T. Realmuto,PHI,134,537,17,64,73,13,8.90%,24.00%,0.176,0.325,0.263,0.343,0.439,0.336,0.329,109,3,8.9,19.4,4.6
114,Jake Fraley,SEA,78,265,9,27,36,10,17.40%,26.80%,0.159,0.265,0.21,0.352,0.369,0.322,0.335,109,1.7,4.5,-2.6,1.1
115,Akil Baddoo,DET,124,461,13,60,55,18,9.80%,26.50%,0.177,0.335,0.259,0.33,0.436,0.329,0.309,108,2.5,7.2,-6.1,1.7
116,Harrison Bader,STL,103,401,16,45,50,9,6.70%,21.20%,0.193,0.306,0.267,0.324,0.46,0.331,0.29,108,0.8,4.9,11.2,3
117,Andrew McCutchen,PHI,144,574,27,78,80,6,14.10%,23.00%,0.222,0.242,0.222,0.334,0.444,0.335,0.344,108,2,7.8,-12.9,1.4
118,Eduardo Escobar,2 Tms,146,599,28,77,90,1,8.00%,20.70%,0.219,0.279,0.253,0.314,0.472,0.334,0.328,108,-1.1,5,-0.4,2.5
119,Chas McCormick,HOU,108,320,14,47,50,4,7.80%,32.50%,0.19,0.341,0.257,0.319,0.447,0.327,0.311,108,-1.2,1.9,8.3,2.1
120,Ozzie Albies,ATL,156,686,30,103,106,20,6.90%,18.70%,0.229,0.278,0.259,0.31,0.488,0.336,0.329,108,5,11.9,1.6,3.7
121,Lourdes Gurriel Jr.,TOR,141,541,21,62,84,1,5.90%,18.90%,0.19,0.305,0.276,0.319,0.466,0.333,0.339,107,-2.9,2,-2.5,1.8
122,Jesús Aguilar,MIA,131,510,22,49,93,0,9.00%,18.20%,0.198,0.279,0.261,0.329,0.459,0.334,0.334,107,-1.8,3,-7.1,1.3
123,Steven Duggar,SFG,107,297,8,45,35,7,9.10%,29.60%,0.179,0.355,0.257,0.33,0.437,0.327,0.305,107,2.3,5.1,2.7,1.8
124,Tyrone Taylor,MIL,93,271,12,33,43,6,7.40%,21.80%,0.21,0.277,0.247,0.321,0.457,0.333,0.314,107,2,4.4,-0.2,1.3
125,Francisco Mejía,TBR,84,277,6,31,35,0,6.10%,17.70%,0.156,0.299,0.26,0.322,0.416,0.32,0.285,107,-0.2,2.2,0.6,1.2
126,Mike Yastrzemski,SFG,139,532,25,75,71,4,9.60%,24.60%,0.233,0.254,0.224,0.311,0.457,0.326,0.318,106,1.6,5.9,-1.2,2.3
127,Austin Hays,BAL,131,529,22,73,71,4,5.30%,20.20%,0.205,0.286,0.256,0.308,0.461,0.328,0.316,106,-0.9,3.3,-3,1.8
128,Alex Verdugo,BOS,146,604,13,88,63,6,8.40%,15.90%,0.138,0.327,0.289,0.351,0.426,0.334,0.342,106,-0.3,4.2,-6.4,1.9
129,Bobby Dalbec,BOS,133,453,25,50,78,2,6.20%,34.40%,0.254,0.316,0.24,0.298,0.494,0.334,0.344,106,-0.1,3.2,-14.1,0.5
130,Brad Miller,PHI,140,377,20,53,49,3,11.90%,29.70%,0.227,0.276,0.227,0.321,0.453,0.331,0.345,106,-0.2,2.6,-8.2,0.7
131,Andy Ibáñez,TEX,76,272,7,31,25,0,5.50%,12.90%,0.158,0.297,0.277,0.321,0.435,0.325,0.32,106,-1.2,0.7,1.2,1.1
132,Max Stassi,LAA,87,319,13,45,35,0,8.80%,31.70%,0.184,0.325,0.241,0.326,0.426,0.327,0.323,105,-1.1,1,17.3,2.9
133,Donovan Solano,SFG,101,344,7,35,31,2,7.30%,16.90%,0.124,0.321,0.28,0.344,0.404,0.324,0.335,105,-0.5,1.8,0.5,1.4
134,Ian Happ,CHC,148,535,25,63,66,9,11.60%,29.20%,0.209,0.281,0.226,0.323,0.434,0.328,0.317,105,0.7,4.2,-7.5,1.5
135,Jonathan Schoop,DET,156,674,22,85,84,2,5.50%,19.70%,0.157,0.317,0.278,0.32,0.435,0.324,0.311,105,-0.5,3.7,-5.2,2.2
136,Joey Wendle,TBR,136,501,11,73,54,8,5.60%,22.60%,0.157,0.327,0.265,0.319,0.422,0.317,0.286,105,1.3,4.4,9.1,3.1
137,Trey Mancini,BAL,147,616,21,77,71,0,8.30%,23.20%,0.176,0.308,0.255,0.326,0.432,0.326,0.341,105,-2.5,1,-12.6,0.9
138,Luis Arraez,MIN,121,479,2,58,42,2,9.00%,10.00%,0.082,0.323,0.294,0.357,0.376,0.321,0.337,105,-0.2,2.5,-2.8,1.6
139,Nicky Lopez,KCR,151,565,2,78,43,22,8.70%,13.10%,0.078,0.347,0.3,0.365,0.378,0.329,0.283,104,5.3,8.4,26.7,5.5
140,Matt Duffy,CHC,97,322,5,45,30,8,7.80%,19.60%,0.093,0.351,0.287,0.357,0.381,0.327,0.325,104,1.1,2.9,-1.7,1.2
141,Michael Conforto,NYM,125,479,14,52,55,1,12.30%,21.70%,0.153,0.276,0.232,0.344,0.384,0.322,0.35,104,0,2.7,-4.2,1.5
142,Trent Grisham,SDP,132,527,15,61,62,13,10.20%,22.60%,0.171,0.292,0.242,0.327,0.413,0.32,0.309,104,2.8,5.6,2,2.5
143,Josh Harrison,2 Tms,138,558,8,58,60,9,5.60%,13.40%,0.121,0.313,0.279,0.341,0.4,0.325,0.333,104,-2.3,0.9,3.5,2.3
144,Carson Kelly,ARI,98,359,13,41,46,0,12.30%,20.60%,0.171,0.27,0.24,0.343,0.411,0.328,0.346,104,-1.5,0.4,4.9,1.7
145,Andrew Benintendi,KCR,134,538,17,63,73,8,6.70%,18.00%,0.166,0.309,0.276,0.324,0.442,0.328,0.331,104,-2.5,0.2,-4.4,1.4
146,Lane Thomas,2 Tms,77,264,7,35,28,6,14.00%,23.90%,0.177,0.293,0.235,0.341,0.412,0.328,0.322,104,0.6,1.9,-1.7,0.9
147,Eric Hosmer,SDP,151,565,12,53,65,5,8.50%,17.50%,0.126,0.313,0.269,0.337,0.395,0.319,0.326,104,-3.8,-1.1,-9.1,0.9
148,Seth Brown,OAK,111,307,20,43,48,4,7.50%,29.00%,0.267,0.23,0.214,0.274,0.48,0.315,0.318,104,-1.4,0,1.6,1.2
149,Josh Rojas,ARI,139,550,11,69,44,9,10.50%,24.90%,0.147,0.345,0.264,0.341,0.411,0.327,0.295,103,1,3.4,-4,1.8
150,Jonathan Villar,NYM,142,505,18,63,42,14,9.10%,26.10%,0.167,0.313,0.249,0.322,0.416,0.32,0.307,103,-0.1,1.9,0.7,2
151,Austin Slater,SFG,129,306,12,39,32,15,9.20%,27.50%,0.182,0.303,0.241,0.32,0.423,0.321,0.335,103,3.1,4.2,0.4,1.5
152,J.P. Crawford,SEA,160,687,9,89,54,3,8.40%,16.60%,0.103,0.32,0.273,0.338,0.376,0.314,0.298,103,-3,-0.6,7.6,3.1
153,Tommy Pham,SDP,155,561,15,74,49,14,13.90%,22.80%,0.154,0.28,0.229,0.34,0.383,0.318,0.35,103,0.2,2.2,-11.3,1
154,Edmundo Sosa,STL,113,326,6,39,27,4,5.20%,19.30%,0.118,0.326,0.271,0.346,0.389,0.322,0.32,102,0.4,1.4,7.7,2
155,Brett Phillips,TBR,119,292,13,50,44,14,11.30%,38.70%,0.221,0.302,0.206,0.3,0.427,0.313,0.284,102,3.1,3.9,8.6,2.3
156,Christian Yelich,MIL,117,475,9,70,51,9,14.70%,23.80%,0.125,0.321,0.248,0.362,0.373,0.325,0.337,102,1.1,2.1,-3.9,1.4
157,Daniel Vogelbach,MIL,93,258,9,30,24,0,16.70%,22.10%,0.163,0.255,0.219,0.349,0.381,0.325,0.337,102,-4,-3.5,-5.7,-0.1
158,Amed Rosario,CLE,141,588,11,77,57,13,5.30%,20.40%,0.127,0.34,0.282,0.321,0.409,0.315,0.3,102,4.9,6,1.7,2.8
159,Alcides Escobar,WSN,75,349,4,53,28,3,4.90%,16.00%,0.116,0.337,0.288,0.34,0.404,0.325,0.309,102,-0.1,0.6,1.6,1.4
160,Matt Chapman,OAK,151,622,27,75,72,3,12.90%,32.50%,0.193,0.272,0.21,0.314,0.403,0.311,0.321,101,-0.9,0.2,15.5,3.7
161,DJ LeMahieu,NYY,150,679,10,84,57,4,10.80%,13.80%,0.094,0.301,0.268,0.349,0.362,0.315,0.34,101,-2.3,-1.2,-1.3,2.1
162,Jed Lowrie,OAK,139,512,14,55,69,0,9.60%,21.10%,0.153,0.289,0.245,0.318,0.398,0.311,0.343,101,-1.8,-1,-7.8,0.9
163,Francisco Lindor,NYM,125,524,20,73,63,10,11.10%,18.30%,0.181,0.248,0.23,0.322,0.412,0.317,0.344,101,-0.6,0.2,21.4,3.9
164,Bobby Bradley,CLE,74,279,16,36,41,0,9.00%,35.50%,0.237,0.263,0.208,0.294,0.445,0.314,0.331,101,-0.9,-0.6,-5.7,0.3
165,Gary Sánchez,NYY,117,440,23,54,54,0,11.80%,27.50%,0.219,0.23,0.204,0.307,0.423,0.314,0.336,101,-2.7,-2.2,-1.5,1.1
166,Adam Duvall,2 Tms,146,555,38,67,113,5,6.30%,31.40%,0.263,0.26,0.228,0.281,0.491,0.324,0.33,101,-1.6,-1,5.2,2.3
