#,Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR
167,Luis Torrens,SEA,108,378,15,39,47,0,7.40%,26.20%,0.188,0.294,0.243,0.299,0.431,0.311,0.318,101,0.4,0.8,-11.3,0.2
168,Kevin Kiermaier,TBR,122,390,4,54,37,9,8.50%,25.40%,0.129,0.345,0.259,0.328,0.388,0.31,0.283,101,4.3,4.6,10.4,2.8
169,Omar Narváez,MIL,123,445,11,54,49,0,9.20%,18.90%,0.136,0.308,0.266,0.342,0.402,0.322,0.304,100,-1.5,-1.4,14,2.8
170,Daulton Varsho,ARI,95,315,11,41,38,6,9.50%,21.30%,0.19,0.286,0.246,0.318,0.437,0.322,0.323,100,2.9,2.9,4.7,1.8
171,Yermín Mercedes,CHW,68,262,7,26,37,0,7.60%,17.60%,0.133,0.309,0.271,0.328,0.404,0.317,0.313,100,-1.4,-1.4,-6.6,0.1
172,Sean Murphy,OAK,119,448,17,47,59,0,8.90%,25.40%,0.188,0.257,0.216,0.306,0.405,0.309,0.337,100,-3.5,-3.5,20.8,3.3
173,Eric Haase,DET,98,381,22,48,61,2,6.80%,31.20%,0.228,0.278,0.231,0.286,0.459,0.316,0.322,100,-0.2,-0.3,-2.3,1
174,Eddie Rosario,2 Tms,111,412,14,42,62,11,6.30%,14.80%,0.177,0.273,0.259,0.305,0.435,0.316,0.319,100,0.5,0.6,-4.5,1
175,Jorge Soler,2 Tms,149,602,27,74,70,0,11.10%,23.60%,0.209,0.25,0.223,0.316,0.432,0.323,0.359,100,-3.3,-3.2,-17.8,0
176,Dansby Swanson,ATL,160,653,27,78,88,9,8.00%,25.60%,0.201,0.297,0.248,0.311,0.449,0.322,0.332,99,1.7,1,9.9,3.3
177,Ben Gamel,2 Tms,122,400,8,43,26,3,12.80%,26.30%,0.141,0.329,0.247,0.347,0.388,0.322,0.315,99,-0.4,-0.8,-14,-0.1
178,Yadiel Hernandez,WSN,112,289,9,33,32,3,7.60%,20.40%,0.14,0.318,0.273,0.329,0.413,0.32,0.312,99,-0.1,-0.5,-6.7,0.2
179,Adolis García,TEX,149,622,31,77,90,16,5.10%,31.20%,0.212,0.306,0.243,0.286,0.454,0.314,0.299,99,0.1,-1,8.6,2.9
180,Kyle Seager,SEA,159,670,35,73,101,3,8.80%,24.00%,0.226,0.226,0.212,0.285,0.438,0.308,0.319,98,-4.5,-5.8,5.3,2.3
181,Brendan Rodgers,COL,102,415,15,49,51,0,4.60%,20.20%,0.186,0.328,0.284,0.328,0.47,0.341,0.311,98,0.1,-0.9,-0.7,1.2
182,Ryan Zimmerman,WSN,110,273,14,27,46,0,5.90%,28.20%,0.227,0.289,0.243,0.286,0.471,0.319,0.3,98,-0.2,-0.9,-4.3,0.4
183,Trevor Story,COL,142,595,24,88,75,20,8.90%,23.40%,0.221,0.293,0.251,0.329,0.471,0.341,0.335,98,1.9,0.4,1.3,2.2
184,Lorenzo Cain,MIL,78,286,8,40,36,13,9.10%,16.80%,0.144,0.287,0.257,0.329,0.401,0.319,0.317,98,3,2.2,3.2,1.5
185,Myles Straw,2 Tms,158,638,4,86,48,30,10.50%,19.00%,0.076,0.336,0.271,0.349,0.348,0.311,0.303,98,4.3,2.6,5.9,3
186,Alex Dickerson,SFG,111,312,13,37,38,1,7.40%,24.40%,0.187,0.273,0.233,0.304,0.42,0.313,0.337,98,-0.5,-1.4,-6.8,0.2
187,Jace Peterson,MIL,94,302,6,36,31,10,12.60%,22.50%,0.12,0.31,0.247,0.348,0.367,0.318,0.319,98,2,1.1,-2.8,0.8
188,Pavin Smith,ARI,145,545,11,68,49,1,7.70%,19.40%,0.137,0.319,0.267,0.328,0.404,0.318,0.317,98,-2.1,-3.8,-7.1,0.7
189,Gio Urshela,NYY,116,442,14,42,49,1,4.50%,24.70%,0.152,0.329,0.267,0.301,0.419,0.309,0.304,97,-1.5,-2.9,0.2,1.2
190,Aledmys Díaz,HOU,84,319,8,28,45,0,5.00%,19.40%,0.146,0.304,0.259,0.317,0.405,0.311,0.319,97,-0.6,-1.7,5.2,1.4
191,Corey Dickerson,2 Tms,109,365,6,43,29,6,6.80%,18.60%,0.137,0.323,0.271,0.326,0.408,0.317,0.295,97,-0.2,-1.6,-2.6,0.8
192,Max Kepler,MIN,121,490,19,61,54,10,11.00%,19.60%,0.202,0.225,0.211,0.306,0.413,0.309,0.347,97,3.1,1,4.5,2.2
193,Leury García,CHW,126,474,5,60,54,6,8.60%,20.50%,0.108,0.333,0.267,0.335,0.376,0.312,0.291,96,2.6,0.5,-1.9,1.5
194,Colin Moran,PIT,99,359,10,29,50,1,10.00%,24.20%,0.132,0.321,0.258,0.334,0.39,0.318,0.315,96,-4.2,-6,-8.5,-0.2
195,Joc Pederson,2 Tms,137,481,18,55,61,2,8.10%,24.30%,0.184,0.281,0.238,0.31,0.422,0.315,0.333,96,-1.2,-3.7,-9.5,0.3
196,Gleyber Torres,NYY,127,516,9,50,51,14,9.70%,20.20%,0.107,0.314,0.259,0.331,0.366,0.307,0.331,96,0.5,-2.2,-1.7,1.4
197,David Peralta,ARI,150,538,8,57,63,2,8.60%,17.10%,0.144,0.303,0.259,0.325,0.402,0.314,0.293,95,1.3,-2.2,-0.1,1.6
198,Brian Anderson,MIA,67,264,7,24,28,5,9.80%,24.60%,0.129,0.317,0.249,0.337,0.378,0.314,0.299,95,1.3,-0.4,1.9,1
199,Brett Gardner,NYY,140,461,10,47,39,4,13.00%,21.70%,0.14,0.269,0.222,0.327,0.362,0.305,0.296,95,2.1,-1,-5.8,0.9
200,Manuel Margot,TBR,125,464,10,55,57,13,8.00%,15.10%,0.128,0.281,0.254,0.313,0.382,0.301,0.318,94,-0.2,-3.4,8.1,2.1
201,Abraham Toro,2 Tms,95,375,11,45,46,6,8.30%,14.40%,0.134,0.254,0.239,0.315,0.373,0.303,0.323,94,-2.1,-4.8,-3.7,0.4
202,Yan Gomes,2 Tms,103,375,14,49,52,0,5.10%,20.80%,0.169,0.287,0.252,0.301,0.421,0.308,0.341,94,0.4,-2.4,12,2.2
203,DJ Stewart,BAL,100,318,12,39,33,0,13.80%,28.00%,0.17,0.254,0.204,0.324,0.374,0.31,0.314,94,0.4,-2.1,-8.4,0
204,Jazz Chisholm Jr.,MIA,124,507,18,70,53,23,6.70%,28.60%,0.177,0.319,0.248,0.303,0.425,0.312,0.307,94,5,0.8,0.3,1.8
205,Mitch Moreland,OAK,81,252,10,28,30,0,7.10%,23.00%,0.188,0.256,0.227,0.286,0.415,0.3,0.297,94,-1.2,-3.2,-6.6,-0.1
206,Ryan McMahon,COL,151,596,23,80,86,6,9.90%,24.70%,0.195,0.306,0.254,0.331,0.449,0.334,0.325,93,-1.3,-6.3,10.8,2.5
207,Odúbel Herrera,PHI,124,492,13,59,51,6,5.90%,15.70%,0.156,0.285,0.26,0.31,0.416,0.312,0.302,93,-0.4,-4.5,2,1.4
208,Miguel Rojas,MIA,132,539,9,66,48,13,6.90%,13.70%,0.127,0.295,0.265,0.322,0.392,0.311,0.292,93,2.9,-2,3.2,1.9
209,Harold Ramírez,CLE,99,361,7,33,41,3,3.90%,15.50%,0.13,0.301,0.268,0.305,0.398,0.302,0.302,93,1,-2.3,-11.6,-0.2
210,Charlie Blackmon,COL,150,582,13,76,78,3,9.30%,15.60%,0.14,0.305,0.27,0.351,0.411,0.333,0.359,93,-2.3,-7.7,-12.6,-0.1
211,Josh Naylor,CLE,69,250,7,28,21,1,5.60%,18.00%,0.146,0.287,0.253,0.301,0.399,0.302,0.311,93,-0.4,-2.7,-2.2,0.4
212,Andrew Vaughn,CHW,127,469,15,56,48,1,8.70%,21.50%,0.161,0.271,0.235,0.309,0.396,0.306,0.332,93,-2.6,-6.9,-11.2,-0.2
213,Jacob Stallings,PIT,112,427,8,38,53,0,11.50%,19.90%,0.123,0.297,0.246,0.335,0.369,0.312,0.314,92,-1,-5.2,21.5,3.1
214,Brian Goodwin,CHW,72,271,8,33,29,1,12.20%,21.40%,0.153,0.259,0.221,0.319,0.374,0.306,0.326,92,0.8,-1.8,-7.5,0
215,Miguel Cabrera,DET,130,526,15,48,75,0,7.60%,22.40%,0.129,0.305,0.256,0.316,0.386,0.305,0.315,92,-4.6,-9.7,-12.9,-0.5
216,Anthony Santander,BAL,110,438,18,54,50,1,5.30%,23.10%,0.192,0.275,0.241,0.286,0.433,0.307,0.328,92,-0.9,-5.4,-11.6,-0.2
217,César Hernández,2 Tms,149,637,21,84,62,1,9.30%,21.20%,0.154,0.266,0.232,0.308,0.386,0.302,0.311,91,-0.4,-7.1,-0.1,1.5
218,Kyle Farmer,CIN,147,529,16,60,63,2,4.20%,18.30%,0.153,0.296,0.263,0.316,0.416,0.316,0.302,91,-0.3,-6.1,9.5,2.1
219,Starlin Castro,WSN,87,346,3,25,38,0,7.50%,17.90%,0.092,0.339,0.283,0.333,0.375,0.309,0.324,91,-1.9,-5.8,1.8,0.8
220,Bradley Zimmer,CLE,99,348,8,44,35,15,8.60%,35.10%,0.117,0.347,0.227,0.325,0.344,0.3,0.317,91,0.4,-3.4,5.2,1.4
221,Elias Díaz,COL,106,371,18,52,44,0,8.10%,16.20%,0.219,0.249,0.246,0.31,0.464,0.33,0.318,91,-1.8,-6.2,10.5,1.7
222,Trevor Larnach,MIN,79,301,7,29,28,1,10.30%,34.60%,0.127,0.338,0.223,0.322,0.35,0.3,0.306,91,-2.2,-5.6,-3,0.2
223,Justin Upton,LAA,89,362,17,47,41,4,10.80%,29.60%,0.198,0.254,0.211,0.296,0.409,0.305,0.322,91,0.3,-3.8,-6.7,0.2
224,Jeff McNeil,NYM,120,426,7,48,35,3,6.80%,13.60%,0.109,0.28,0.251,0.319,0.36,0.301,0.315,91,-2.6,-7.7,4,1.1
225,Gavin Lux,LAD,102,381,7,49,46,4,10.80%,21.80%,0.122,0.3,0.242,0.328,0.364,0.303,0.323,90,2.1,-2.6,-0.4,1
226,Freddy Galvis,2 Tms,104,394,14,53,40,1,6.90%,19.50%,0.166,0.269,0.242,0.302,0.407,0.305,0.28,90,0.5,-4.2,1.1,1
227,Willie Calhoun,TEX,75,284,6,26,25,0,7.40%,12.00%,0.131,0.267,0.25,0.31,0.381,0.301,0.323,90,-3.3,-6.8,-7.9,-0.5
228,Jose Iglesias,2 Tms,137,511,9,65,48,5,4.10%,14.70%,0.12,0.305,0.271,0.309,0.391,0.304,0.297,89,0.4,-6.2,6.4,1.8
229,Whit Merrifield,KCR,162,720,10,97,74,40,5.60%,14.30%,0.117,0.309,0.277,0.317,0.395,0.306,0.301,89,6.6,-2.8,4.3,2.6
230,Albert Pujols,2 Tms,109,296,17,29,50,2,4.70%,15.20%,0.196,0.223,0.236,0.284,0.433,0.302,0.322,89,0,-3.9,-5.1,0.1
231,Rowdy Tellez,2 Tms,106,325,11,34,36,0,7.10%,20.00%,0.172,0.275,0.242,0.305,0.414,0.306,0.34,89,-0.2,-4.5,-9.6,-0.3
232,Tommy Edman,STL,159,691,11,91,56,30,5.50%,13.70%,0.125,0.291,0.262,0.308,0.387,0.301,0.316,89,6.6,-3.3,9.2,2.9
233,Kevin Pillar,NYM,124,347,15,40,47,4,3.20%,23.30%,0.185,0.261,0.231,0.277,0.415,0.297,0.281,88,-0.5,-5.6,-0.4,0.6
234,Yoshi Tsutsugo,3 Tms,81,262,8,27,32,0,11.10%,27.50%,0.165,0.278,0.217,0.307,0.383,0.302,0.281,88,-0.7,-4.4,-6.6,-0.2
235,Nick Solak,TEX,127,511,11,57,49,7,6.70%,20.90%,0.12,0.292,0.242,0.314,0.362,0.299,0.299,88,-0.2,-7.6,1.7,1.2
236,Christian Walker,ARI,115,445,10,55,46,0,8.50%,23.80%,0.137,0.307,0.244,0.315,0.382,0.304,0.311,88,0.2,-6.4,-5,0.3
237,Yu Chang,CLE,89,251,9,32,39,1,4.40%,27.50%,0.198,0.281,0.228,0.267,0.426,0.294,0.282,87,1.9,-2,1,0.8
238,Tom Murphy,SEA,97,325,11,35,34,0,12.30%,30.50%,0.148,0.265,0.202,0.304,0.35,0.291,0.292,87,-0.3,-5.4,0.4,0.6
239,Pedro Severino,BAL,113,419,11,32,46,0,8.10%,26.00%,0.135,0.314,0.248,0.308,0.383,0.299,0.311,87,-3.1,-9.9,-11,-0.7
240,Jurickson Profar,SDP,137,412,4,47,33,10,11.90%,15.80%,0.093,0.266,0.227,0.329,0.32,0.293,0.302,87,0.1,-7,-9.1,-0.2
241,Ke'Bryan Hayes,PIT,96,396,6,49,38,9,7.80%,22.00%,0.116,0.321,0.257,0.316,0.373,0.301,0.294,85,1.9,-5.4,10.8,1.9
242,Phil Gosselin,LAA,104,373,7,40,47,4,6.40%,21.70%,0.101,0.322,0.261,0.314,0.362,0.297,0.288,85,0.3,-6.4,-8.1,-0.2
243,Randal Grichuk,TOR,149,545,22,59,81,0,5.00%,20.90%,0.182,0.266,0.241,0.281,0.423,0.3,0.297,85,-1.2,-11,-2.3,0.5
244,Eugenio Suárez,CIN,145,574,31,71,79,0,9.80%,29.80%,0.23,0.224,0.198,0.286,0.428,0.306,0.326,85,-5.1,-16.1,-3.3,0
245,Brandon Marsh,LAA,70,260,2,27,19,6,7.70%,35.00%,0.102,0.403,0.254,0.317,0.356,0.296,0.324,85,1.8,-3.1,0,0.6
246,Dominic Smith,NYM,145,493,11,43,58,2,6.50%,22.70%,0.119,0.298,0.244,0.304,0.363,0.291,0.325,84,-2.6,-12.5,-14.5,-1
247,Rougned Odor,NYY,102,361,15,42,39,0,7.50%,27.70%,0.177,0.242,0.202,0.286,0.379,0.289,0.29,84,0.5,-6.5,7.4,1.3
248,Isiah Kiner-Falefa,TEX,158,677,8,74,53,20,4.10%,13.30%,0.087,0.304,0.271,0.312,0.357,0.293,0.292,84,3.3,-10,3,1.6
249,Paul DeJong,STL,113,402,19,44,45,4,8.70%,25.60%,0.194,0.216,0.197,0.284,0.39,0.293,0.312,84,-0.6,-8.8,7.7,1.2
250,Cavan Biggio,TOR,79,294,7,27,27,3,12.60%,26.50%,0.132,0.29,0.224,0.322,0.356,0.298,0.285,84,-0.6,-6.4,-5.8,-0.2
251,Charlie Culberson,TEX,91,271,5,23,22,7,6.30%,23.60%,0.138,0.307,0.243,0.296,0.381,0.292,0.269,84,2.6,-2.9,3.6,1
252,Asdrúbal Cabrera,2 Tms,110,352,7,34,42,1,10.20%,22.70%,0.136,0.283,0.23,0.313,0.366,0.297,0.286,83,-3.5,-10.9,-1.8,-0.1
253,Ryan Jeffers,MIN,85,293,14,28,35,0,7.50%,36.90%,0.202,0.269,0.199,0.27,0.401,0.289,0.299,83,-1.3,-7.3,9.5,1.2
254,Harold Castro,DET,106,339,3,35,37,1,4.10%,21.20%,0.076,0.351,0.283,0.31,0.359,0.291,0.315,83,-1.5,-8.7,-8.2,-0.5
255,Hanser Alberto,KCR,103,255,2,25,24,3,1.60%,10.20%,0.133,0.293,0.27,0.291,0.402,0.296,0.294,83,0.8,-4.6,-0.5,0.4
256,Yadier Molina,STL,121,473,11,45,66,3,5.10%,16.70%,0.118,0.283,0.252,0.297,0.37,0.29,0.306,81,-1.5,-12.7,11.7,1.5
257,Tucker Barnhart,CIN,116,388,7,41,48,0,7.50%,25.80%,0.121,0.324,0.247,0.317,0.368,0.3,0.265,81,-1,-10.3,12.7,1.5
258,Carlos Santana,KCR,158,659,19,66,69,2,13.10%,15.50%,0.127,0.227,0.214,0.319,0.342,0.294,0.335,81,-3.2,-18.5,-11.7,-0.8
259,Hunter Dozier,KCR,144,543,16,55,54,5,7.90%,28.40%,0.179,0.276,0.216,0.285,0.394,0.293,0.299,80,0.5,-12.6,-14.1,-0.8
260,Guillermo Heredia,ATL,120,347,5,46,26,0,9.20%,23.30%,0.134,0.282,0.22,0.311,0.354,0.292,0.29,79,0.6,-8.4,2.9,0.6
261,Niko Goodrum,DET,90,325,9,39,33,14,8.90%,32.90%,0.145,0.301,0.214,0.292,0.359,0.286,0.304,79,1.4,-6.8,5.9,1
262,James McCann,NYM,121,412,10,29,46,1,7.80%,27.90%,0.117,0.304,0.232,0.294,0.349,0.281,0.28,78,-2,-13.4,3,0.3
263,Travis Shaw,2 Tms,84,250,9,20,39,0,9.60%,27.20%,0.173,0.243,0.2,0.286,0.373,0.289,0.301,78,-1.6,-8.5,-4.4,-0.5
264,Jack Mayfield,2 Tms,87,290,10,30,39,5,5.90%,23.40%,0.169,0.254,0.218,0.272,0.387,0.284,0.25,78,0.1,-7.8,3.7,0.6
265,Josh VanMeter,ARI,112,310,6,26,36,3,10.60%,26.80%,0.142,0.278,0.212,0.297,0.354,0.287,0.274,77,-0.9,-10,-2.2,-0.2
266,Christian Vázquez,BOS,138,498,6,51,49,8,6.60%,16.90%,0.094,0.301,0.258,0.308,0.352,0.289,0.276,76,-2.4,-17,10.1,1
267,Alec Bohm,PHI,115,417,7,46,47,4,7.40%,26.60%,0.095,0.327,0.247,0.305,0.342,0.285,0.313,76,-0.3,-13.2,-0.9,0
268,Michael A. Taylor,KCR,142,528,12,58,54,14,6.30%,27.30%,0.112,0.319,0.244,0.297,0.356,0.286,0.3,75,-0.6,-16.6,20,2.2
269,Raimel Tapia,COL,133,533,6,69,50,20,7.50%,13.10%,0.099,0.306,0.273,0.327,0.372,0.305,0.273,75,5.5,-11.8,-1.2,0.5
270,Jon Berti,MIA,85,271,4,35,19,8,11.80%,22.50%,0.103,0.265,0.21,0.311,0.313,0.282,0.302,74,1.5,-7.5,0.8,0.2
271,Yonathan Daza,COL,107,331,2,26,30,2,6.30%,18.10%,0.073,0.346,0.282,0.332,0.355,0.304,0.286,74,-0.2,-11.2,3.3,0.3
272,Dylan Moore,SEA,126,377,12,42,43,21,10.60%,29.40%,0.154,0.229,0.181,0.276,0.334,0.271,0.288,74,2.3,-9.8,7.8,1.1
273,Victor Caratini,SDP,116,356,7,33,39,2,9.80%,23.00%,0.096,0.281,0.227,0.309,0.323,0.273,0.29,74,-2.3,-14.2,2.6,0
274,Elvis Andrus,OAK,146,541,3,60,37,12,5.70%,15.00%,0.076,0.283,0.243,0.294,0.32,0.27,0.308,73,5,-12.8,10.6,1.6
275,Jarred Kelenic,SEA,93,377,14,41,43,6,9.50%,28.10%,0.169,0.216,0.181,0.265,0.35,0.27,0.314,73,0.1,-12.3,-5.8,-0.5
276,Sergio Alcántara,CHC,89,255,5,30,17,3,11.80%,29.00%,0.123,0.28,0.205,0.303,0.327,0.279,0.275,73,1,-7.7,8.5,0.9
277,Billy McKinney,3 Tms,116,300,9,32,27,2,10.70%,26.30%,0.166,0.235,0.192,0.28,0.358,0.277,0.288,73,0.7,-9.6,-0.6,0
278,Ha-Seong Kim,SDP,117,298,8,27,34,6,7.40%,23.80%,0.15,0.241,0.202,0.27,0.352,0.27,0.265,71,0.5,-10.4,4.1,0.4
279,Jason Heyward,CHC,104,353,8,35,30,5,7.60%,19.30%,0.133,0.247,0.214,0.28,0.347,0.275,0.294,70,0.5,-12.9,1.1,0
280,Juan Lagares,LAA,112,327,6,39,38,1,3.70%,23.20%,0.136,0.294,0.236,0.266,0.372,0.274,0.282,70,-1.4,-13.5,-3.2,-0.5
281,David Fletcher,LAA,157,665,2,74,47,15,4.70%,9.00%,0.062,0.287,0.262,0.297,0.324,0.273,0.28,69,3,-22.1,7.8,0.8
282,Lewis Brinson,MIA,89,290,9,24,33,1,4.50%,24.80%,0.15,0.273,0.226,0.263,0.376,0.275,0.286,69,-0.4,-11.8,-0.8,-0.3
283,Didi Gregorius,PHI,103,408,13,35,54,3,6.10%,16.40%,0.16,0.217,0.209,0.27,0.37,0.275,0.275,69,0.8,-15.2,-8.3,-1
284,Willi Castro,DET,125,450,9,56,38,9,5.10%,24.20%,0.131,0.275,0.22,0.273,0.351,0.271,0.286,69,2,-15,0.6,0.1
285,Ronald Torreyes,PHI,112,344,7,30,41,2,5.50%,11.90%,0.104,0.258,0.242,0.286,0.346,0.274,0.256,69,0,-13.7,5.9,0.4
286,Gregory Polanco,PIT,107,382,11,38,36,14,9.40%,27.20%,0.146,0.258,0.208,0.283,0.354,0.275,0.316,69,2,-13.3,-10.2,-1.1
287,Victor Robles,WSN,107,369,2,37,19,8,8.90%,23.00%,0.092,0.271,0.203,0.31,0.295,0.274,0.288,69,-1.9,-16.7,1.1,-0.3
288,Jorge Alfaro,MIA,92,311,4,22,30,8,3.50%,31.80%,0.098,0.354,0.244,0.283,0.342,0.274,0.292,68,0.3,-12.2,3.1,0.1
289,Adam Eaton,2 Tms,84,288,6,38,30,3,7.60%,24.70%,0.126,0.253,0.201,0.282,0.327,0.271,0.275,68,0.7,-10.5,-5.5,-0.6
290,Dom Nuñez,COL,81,263,10,31,33,0,12.90%,34.60%,0.211,0.258,0.189,0.293,0.399,0.294,0.261,68,-0.2,-11,6,0.4
291,Ryan O'Hearn,KCR,84,254,9,23,29,0,5.10%,28.00%,0.144,0.277,0.225,0.268,0.369,0.274,0.297,68,-0.9,-10.9,-4,-0.6
292,Kelvin Gutiérrez,2 Tms,85,295,3,23,20,0,6.40%,25.80%,0.085,0.311,0.232,0.292,0.316,0.27,0.263,66,0.3,-11.9,2.1,0
293,David Bote,CHC,97,327,8,32,35,0,8.30%,22.30%,0.131,0.235,0.199,0.276,0.33,0.268,0.308,66,-1,-15.1,0.9,-0.3
294,Nick Ahmed,ARI,129,473,5,46,38,7,7.20%,22.00%,0.118,0.279,0.221,0.28,0.339,0.269,0.249,66,0.9,-19.9,19.3,1.5
295,Garrett Hampson,COL,147,494,11,69,33,17,6.70%,23.90%,0.146,0.291,0.234,0.289,0.38,0.288,0.291,64,3.6,-19.2,5,0.2
296,Jake Bauers,2 Tms,115,315,4,27,19,6,9.50%,24.80%,0.067,0.275,0.209,0.29,0.277,0.257,0.297,63,0.3,-13.8,-0.1,-0.3
297,Jose Trevino,TEX,89,302,5,23,30,1,4.00%,18.90%,0.102,0.279,0.239,0.267,0.34,0.261,0.285,63,-1,-14.8,14,1
298,Maikel Franco,BAL,104,403,11,31,47,0,5.00%,16.60%,0.146,0.225,0.21,0.253,0.355,0.263,0.27,62,-0.3,-19.2,-0.9,-0.6
299,Martín Maldonado,HOU,125,426,12,40,36,0,11.00%,29.80%,0.129,0.221,0.172,0.272,0.3,0.258,0.267,61,-4.6,-24.7,13,0.3
300,Brock Holt,TEX,77,260,2,21,23,5,8.80%,18.80%,0.089,0.254,0.209,0.281,0.298,0.259,0.273,61,-0.1,-12.4,1.1,-0.2
301,Jonah Heim,TEX,82,285,10,22,32,3,5.30%,20.40%,0.162,0.21,0.196,0.239,0.358,0.256,0.285,59,0.2,-14,11.6,0.7
302,Andrelton Simmons,MIN,131,451,3,37,31,1,7.10%,13.70%,0.051,0.256,0.223,0.283,0.274,0.252,0.261,58,-1.3,-24.5,18.3,0.9
303,Marwin Gonzalez,2 Tms,91,307,5,30,28,3,6.50%,25.40%,0.105,0.258,0.199,0.275,0.304,0.259,0.281,57,-1,-17.4,1.1,-0.6
304,Isan Díaz,MIA,89,277,4,25,17,1,12.30%,26.40%,0.088,0.256,0.193,0.293,0.282,0.253,0.272,55,-0.2,-16.1,-4.3,-1.1
305,Kevin Newman,PIT,148,554,5,50,39,6,4.90%,7.40%,0.083,0.236,0.226,0.265,0.309,0.249,0.275,52,3.3,-30.9,8.3,-0.4
306,Joe Panik,2 Tms,95,257,3,17,18,2,6.60%,13.20%,0.076,0.23,0.208,0.266,0.284,0.244,0.273,49,-1.4,-18.1,-2.9,-1.2
307,Cody Bellinger,LAD,95,350,10,39,36,3,8.90%,26.90%,0.137,0.196,0.165,0.24,0.302,0.237,0.281,47,1.5,-22.1,-0.1,-1
308,Joshua Fuentes,COL,95,284,7,30,33,0,4.20%,22.90%,0.125,0.27,0.225,0.257,0.351,0.261,0.23,46,0.2,-19.3,0.1,-1
309,Pat Valaika,BAL,91,281,5,17,25,1,5.70%,27.00%,0.089,0.26,0.201,0.25,0.29,0.238,0.265,46,-1.3,-20,2,-0.8
310,Austin Hedges,CLE,88,312,10,32,31,1,4.80%,27.90%,0.129,0.214,0.178,0.22,0.308,0.227,0.228,42,-0.7,-22.9,15,0.3
311,Jackie Bradley Jr.,MIL,134,428,6,39,29,7,6.50%,30.80%,0.098,0.226,0.163,0.236,0.261,0.224,0.253,36,1.9,-32.8,1.5,-1.7
