#,Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR
166,Logan O'Hoppe,LAA,136,522,20,64,56,2,6.30%,29.70%,0.165,0.318,0.244,0.303,0.409,0.311,0.337,101,-4.7,-4.3,7.6,2.1
167,Josh Bell,2 Tms,145,603,19,62,71,0,8.50%,19.90%,0.156,0.286,0.249,0.319,0.405,0.317,0.315,101,-4,-3.6,-17.8,-0.1
168,Jesús Sánchez,MIA,149,537,18,60,64,16,7.60%,26.10%,0.166,0.315,0.252,0.313,0.417,0.317,0.345,100,0.7,0.9,-5.3,1.4
169,Rhys Hoskins,MIL,131,517,26,59,82,3,10.30%,28.80%,0.205,0.25,0.214,0.303,0.419,0.313,0.305,100,-3.3,-3.1,-12.7,0.1
170,Jeremy Peña,HOU,157,650,15,78,70,20,3.80%,17.10%,0.128,0.301,0.266,0.308,0.394,0.305,0.313,100,2.2,2.2,3.2,2.8
171,Andy Pages,LAD,116,443,13,65,46,1,6.50%,24.40%,0.159,0.304,0.248,0.305,0.407,0.31,0.326,100,-0.5,-0.6,-1.3,1.3
172,Gavin Lux,LAD,139,487,10,59,50,5,9.00%,22.60%,0.132,0.312,0.251,0.32,0.383,0.31,0.32,100,0.8,0.7,-2.1,1.5
173,Paul Goldschmidt,STL,154,654,22,70,65,11,7.20%,26.50%,0.169,0.308,0.245,0.302,0.414,0.31,0.333,100,-0.1,-0.3,-10.7,1.1
174,Daulton Varsho,TOR,136,513,18,73,58,10,9.40%,26.70%,0.194,0.262,0.214,0.293,0.407,0.304,0.265,99,1.6,1.1,13.7,3.3
175,Lane Thomas,2 Tms,130,528,15,65,63,32,8.30%,25.90%,0.163,0.298,0.237,0.309,0.4,0.309,0.31,99,4,3.6,-8.2,1.3
176,Marcus Semien,TEX,159,718,23,101,74,8,8.90%,14.60%,0.154,0.25,0.237,0.308,0.391,0.306,0.319,99,1.5,0.7,15.7,4.2
177,Dansby Swanson,CHC,149,593,16,82,66,19,9.10%,24.30%,0.148,0.3,0.242,0.312,0.39,0.307,0.324,99,4.4,3.4,18.9,4.3
178,Carson Kelly,2 Tms,91,313,9,32,37,0,8.00%,17.60%,0.135,0.266,0.238,0.313,0.374,0.304,0.317,99,-3,-3.5,10.5,1.8
179,Michael Harris II,ATL,110,470,16,58,48,10,4.90%,20.00%,0.155,0.3,0.264,0.304,0.418,0.312,0.345,99,-1.3,-2.2,5.9,2
180,Michael Toglia,COL,116,458,25,62,55,10,11.80%,32.10%,0.238,0.27,0.218,0.311,0.456,0.329,0.365,98,1.1,0.1,-11.3,0.4
181,Josh Lowe,TBR,106,387,10,37,34,25,8.30%,31.80%,0.15,0.338,0.241,0.302,0.391,0.299,0.296,98,3.3,2.4,-5.8,1
182,Will Brennan,CLE,114,353,8,37,30,4,5.40%,13.60%,0.124,0.287,0.264,0.309,0.388,0.303,0.301,98,-0.4,-1.3,-5.9,0.5
183,Austin Hays,2 Tms,85,255,5,26,20,2,3.50%,23.10%,0.14,0.318,0.255,0.303,0.396,0.303,0.288,98,-0.1,-0.8,-5.7,0.2
184,Tyrone Taylor,NYM,130,345,7,47,35,11,5.50%,23.20%,0.154,0.309,0.248,0.299,0.401,0.304,0.304,98,0.5,-0.5,1,1.2
185,Jeff McNeil,NYM,129,472,12,57,44,5,7.40%,14.40%,0.146,0.256,0.238,0.308,0.384,0.304,0.289,97,-2,-3.4,0.1,1.3
186,Brenton Doyle,COL,149,603,23,82,72,30,7.60%,25.40%,0.186,0.316,0.26,0.317,0.446,0.328,0.333,97,5.4,3.4,12.1,3.7
187,Andrew Vaughn,CHW,149,619,19,55,70,2,6.10%,21.30%,0.156,0.285,0.246,0.297,0.402,0.304,0.321,97,-2.5,-4.6,-17.5,-0.2
188,Colt Keith,DET,148,556,13,54,61,7,6.50%,19.80%,0.12,0.306,0.26,0.309,0.38,0.301,0.313,97,0.3,-1.9,0.9,1.8
189,Willie Calhoun,LAA,68,254,5,26,20,0,9.10%,12.20%,0.135,0.263,0.245,0.315,0.38,0.305,0.306,96,-1.8,-2.9,-6,0
190,Spencer Steer,CIN,158,656,20,74,92,25,11.00%,20.90%,0.178,0.26,0.225,0.319,0.402,0.316,0.317,96,4.5,1.6,-11,1.3
191,Amed Rosario,3 Tms,103,346,3,29,32,13,2.60%,21.10%,0.099,0.35,0.28,0.306,0.38,0.299,0.281,96,0.7,-1.1,-7.8,0.3
192,Gary Sánchez,MIL,89,280,11,30,37,0,9.60%,27.10%,0.171,0.267,0.22,0.307,0.392,0.307,0.315,96,-1.3,-2.6,-3.4,0.3
193,Ozzie Albies,ATL,99,435,10,52,53,8,6.20%,14.90%,0.153,0.274,0.251,0.303,0.404,0.307,0.306,95,0.3,-2.2,0,1.3
194,Wenceel Pérez,DET,112,425,9,51,37,9,7.50%,21.60%,0.141,0.294,0.242,0.3,0.383,0.299,0.292,95,1.5,-0.8,-3.2,1.1
195,Xander Bogaerts,SDP,111,463,11,50,44,13,6.00%,17.10%,0.117,0.297,0.264,0.307,0.381,0.3,0.306,95,2.6,-0.1,4.3,2
196,Paul DeJong,2 Tms,139,482,24,54,56,2,4.80%,32.40%,0.2,0.285,0.227,0.276,0.427,0.302,0.293,95,-2.4,-5.1,5.8,1.7
197,George Springer,TOR,145,614,19,74,56,16,9.80%,18.70%,0.15,0.245,0.22,0.303,0.371,0.298,0.324,95,3.5,-0.1,-8.9,1.2
198,Ezequiel Tovar,COL,157,695,26,83,78,6,3.30%,28.80%,0.2,0.344,0.269,0.295,0.469,0.324,0.289,95,0.1,-4.2,16.6,3.7
199,Jake Fraley,CIN,116,382,5,44,26,20,6.80%,18.30%,0.109,0.331,0.277,0.33,0.386,0.314,0.284,95,1.6,-0.9,-3.3,0.9
200,Ernie Clement,TOR,139,452,12,48,51,12,2.40%,9.10%,0.145,0.266,0.263,0.284,0.408,0.297,0.284,94,0.7,-2.3,8.1,2.2
201,Jason Heyward,2 Tms,87,258,10,33,37,5,8.50%,20.50%,0.202,0.226,0.211,0.288,0.412,0.3,0.29,94,2.6,0.9,-1.4,0.8
202,Max Kepler,MIN,105,399,8,43,42,1,5.50%,20.10%,0.128,0.3,0.253,0.302,0.38,0.298,0.302,94,-0.8,-3.5,-0.5,1
203,Alejandro Kirk,TOR,103,386,5,23,54,0,9.10%,13.20%,0.106,0.276,0.253,0.319,0.359,0.297,0.324,94,-3.5,-6.1,20.4,2.8
204,Charlie Blackmon,COL,124,499,12,59,52,6,8.60%,17.20%,0.156,0.293,0.256,0.329,0.412,0.323,0.307,94,-0.5,-4.1,-12,0.1
205,Nick Gonzales,PIT,94,387,7,42,49,5,4.70%,19.10%,0.128,0.319,0.27,0.311,0.398,0.307,0.319,94,0.2,-2.7,2.6,1.3
206,Austin Martin,MIN,93,257,1,41,16,7,7.80%,18.30%,0.099,0.314,0.253,0.318,0.352,0.297,0.302,94,1,-0.9,-10.1,-0.2
207,Isiah Kiner-Falefa,2 Tms,133,496,8,53,43,11,3.20%,15.70%,0.108,0.307,0.269,0.306,0.376,0.299,0.285,93,2.2,-2.2,5.6,2.1
208,Andrew Benintendi,CHW,135,522,20,50,64,3,7.90%,18.40%,0.168,0.245,0.229,0.289,0.396,0.298,0.308,93,-1.9,-6.2,-14.4,-0.3
209,Dominic Smith,2 Tms,93,307,6,33,34,1,9.10%,24.80%,0.145,0.301,0.233,0.313,0.378,0.306,0.299,93,-1.9,-4.5,-4.3,0.1
210,Ty France,2 Tms,140,535,13,46,51,1,7.10%,21.30%,0.132,0.277,0.234,0.305,0.365,0.296,0.305,93,-3.6,-8.3,-18.2,-0.9
211,David Hamilton,BOS,98,317,8,47,28,33,6.90%,25.20%,0.146,0.316,0.248,0.303,0.395,0.305,0.285,92,6.2,3.4,2.1,1.7
212,Connor Joe,PIT,123,416,9,49,36,2,10.60%,21.90%,0.14,0.278,0.228,0.32,0.368,0.305,0.279,92,-0.4,-4.2,-4.9,0.5
213,Spencer Torkelson,DET,92,381,10,45,37,0,8.70%,27.60%,0.155,0.285,0.219,0.295,0.374,0.295,0.284,92,-1.2,-4.6,-6.7,0.1
214,Jorge Polanco,SEA,118,469,16,43,45,4,9.80%,29.20%,0.141,0.274,0.213,0.296,0.355,0.287,0.311,92,-1.5,-5.8,-7.2,0.3
215,Adolis García,TEX,154,637,25,68,85,11,7.10%,27.80%,0.176,0.273,0.224,0.284,0.4,0.296,0.308,92,-0.7,-6.6,-17,-0.2
216,Hunter Renfroe,KCR,120,424,15,44,52,1,8.50%,19.80%,0.164,0.254,0.229,0.297,0.392,0.302,0.292,92,-3.6,-7.6,-7.5,-0.1
217,Seth Brown,OAK,124,400,14,32,44,4,6.30%,28.00%,0.148,0.291,0.231,0.283,0.379,0.289,0.296,91,-0.7,-4.7,-10.9,-0.2
218,Josh Rojas,SEA,143,476,8,48,31,10,9.70%,22.70%,0.111,0.282,0.225,0.304,0.336,0.286,0.295,91,-1.6,-6.5,8.9,1.9
219,Tommy Pham,3 Tms,116,478,9,49,39,7,7.30%,22.20%,0.12,0.307,0.248,0.305,0.368,0.297,0.323,91,-3.1,-8.2,-8.5,-0.1
220,Freddy Fermin,KCR,111,368,6,40,36,2,6.30%,17.90%,0.094,0.319,0.271,0.319,0.366,0.3,0.276,91,-0.5,-4.4,10.4,1.9
221,Otto Lopez,MIA,117,434,6,49,39,20,5.80%,17.30%,0.107,0.318,0.27,0.313,0.377,0.302,0.316,91,2.4,-2.5,12.2,2.5
222,Jo Adell,LAA,130,451,20,54,62,15,7.80%,27.90%,0.195,0.244,0.207,0.28,0.402,0.296,0.317,90,-3,-8.1,-5.6,0.1
223,Danny Jansen,2 Tms,94,324,9,35,24,0,12.30%,18.80%,0.144,0.227,0.205,0.309,0.349,0.294,0.292,90,-1.1,-4.8,-0.5,0.6
224,Rowdy Tellez,PIT,132,421,13,38,56,1,7.40%,21.10%,0.149,0.28,0.243,0.299,0.392,0.301,0.302,90,-2.3,-7.6,-11,-0.5
225,J.P. Crawford,SEA,105,451,9,55,37,5,11.50%,22.60%,0.12,0.248,0.202,0.304,0.321,0.283,0.312,89,1.4,-4.1,4.6,1.6
226,Kevin Newman,ARI,111,311,3,41,28,8,4.80%,15.40%,0.097,0.322,0.278,0.311,0.375,0.298,0.272,89,0.9,-3.2,6.5,1.4
227,Ryan McMahon,COL,153,645,20,68,65,4,10.70%,28.70%,0.155,0.32,0.242,0.325,0.397,0.315,0.325,89,-2.7,-11.3,8.6,1.9
228,TJ Friedl,CIN,85,341,13,35,55,9,7.60%,15.20%,0.155,0.229,0.226,0.31,0.38,0.305,0.295,88,2,-2.7,-6.8,0.2
229,Bryson Stott,PHI,148,571,11,65,57,32,9.30%,16.30%,0.111,0.275,0.245,0.315,0.356,0.296,0.309,88,4.6,-3.5,2.5,1.9
230,Mitch Garver,SEA,114,430,15,37,51,0,12.30%,30.90%,0.169,0.216,0.172,0.286,0.341,0.281,0.287,88,-2,-7.9,-10.3,-0.4
231,Kevin Pillar,2 Tms,100,314,8,38,45,12,5.10%,22.00%,0.148,0.271,0.229,0.291,0.377,0.293,0.277,88,1.4,-2.9,-2.2,0.5
232,Gavin Sheets,CHW,139,501,10,35,45,2,8.60%,21.20%,0.124,0.281,0.233,0.303,0.357,0.291,0.312,88,-2.9,-9.9,-15.5,-0.9
233,Brendan Rodgers,COL,135,539,13,67,54,1,5.80%,24.50%,0.14,0.338,0.267,0.314,0.407,0.314,0.297,88,-0.9,-8.8,-1.6,0.8
234,Oswaldo Cabrera,NYY,109,326,8,47,36,4,6.40%,19.30%,0.117,0.286,0.247,0.296,0.365,0.29,0.285,88,-0.5,-5.1,2.8,0.9
235,Jeimer Candelario,CIN,112,463,20,47,56,4,5.80%,24.60%,0.204,0.257,0.225,0.279,0.429,0.304,0.284,87,-0.8,-7.7,-11.1,-0.4
236,Brice Turang,MIL,155,619,7,72,57,50,8.10%,17.00%,0.095,0.3,0.254,0.316,0.349,0.294,0.298,87,7.2,-2.1,5.6,2.5
237,Jake Bauers,MIL,117,346,12,45,43,13,11.30%,34.10%,0.162,0.279,0.199,0.301,0.361,0.294,0.305,87,1.1,-4.2,-6.8,0
238,Pete Crow-Armstrong,CHC,123,410,10,46,47,27,5.10%,23.90%,0.148,0.292,0.237,0.286,0.384,0.289,0.285,87,4.9,-1.4,14.1,2.7
239,Ben Rortvedt,TBR,112,328,3,27,31,1,10.40%,26.80%,0.076,0.317,0.228,0.317,0.303,0.283,0.268,87,-1.1,-6,8.6,1.4
240,Abraham Toro,OAK,94,364,6,34,26,4,5.50%,17.00%,0.11,0.279,0.24,0.293,0.35,0.283,0.293,87,0.6,-4.9,-0.1,0.7
241,Mauricio Dubón,HOU,137,428,4,45,47,3,3.70%,12.90%,0.092,0.299,0.269,0.296,0.361,0.286,0.272,87,-1.6,-8.1,5,1.2
242,Nolan Gorman,STL,107,402,19,42,50,6,8.50%,37.60%,0.197,0.279,0.203,0.271,0.4,0.29,0.312,87,-0.7,-7.1,-3.5,0.3
243,Jarred Kelenic,ATL,131,449,15,49,45,7,7.10%,29.60%,0.163,0.3,0.231,0.286,0.393,0.294,0.309,86,1.8,-5.5,-4.5,0.5
244,Anthony Volpe,NYY,160,689,12,90,60,28,6.10%,22.60%,0.121,0.303,0.243,0.293,0.364,0.287,0.28,86,5.1,-6,16.2,3.4
245,Sal Frelick,MIL,145,524,2,66,32,18,7.40%,14.90%,0.076,0.306,0.259,0.32,0.335,0.292,0.277,86,3.3,-5.6,3.1,1.5
246,Emmanuel Rivera,2 Tms,124,302,5,24,29,2,8.60%,22.80%,0.106,0.296,0.238,0.312,0.343,0.291,0.319,86,-0.8,-6.2,0.3,0.4
247,Jake Meyers,HOU,148,513,13,51,61,11,6.80%,22.80%,0.141,0.263,0.219,0.286,0.36,0.285,0.308,86,2.2,-6.3,8.8,2
248,Max Schuemann,OAK,133,459,7,55,34,14,10.20%,25.90%,0.088,0.292,0.22,0.311,0.308,0.281,0.297,85,2.3,-5.4,3,1.3
249,Harrison Bader,NYM,143,437,12,57,51,17,4.80%,21.70%,0.137,0.276,0.236,0.284,0.373,0.285,0.296,85,-1.7,-9.4,7.7,1.3
250,Mitch Haniger,SEA,121,423,12,42,44,0,9.50%,29.80%,0.126,0.276,0.208,0.286,0.334,0.277,0.294,85,-1.6,-8.8,-10.7,-0.6
251,Jacob Young,WSN,150,521,3,75,36,33,5.80%,19.60%,0.075,0.321,0.256,0.316,0.331,0.29,0.29,85,4.3,-5.1,13.3,2.6
252,MJ Melendez,KCR,135,451,17,44,44,4,7.80%,25.10%,0.194,0.241,0.206,0.273,0.4,0.292,0.317,85,-1.2,-9.1,-9.1,-0.3
253,Anthony Rizzo,NYY,92,375,8,38,35,0,7.20%,17.30%,0.107,0.259,0.228,0.301,0.335,0.285,0.296,84,-2.8,-9.6,-5.3,-0.2
254,Tyler Freeman,CLE,118,383,7,48,32,11,7.30%,13.80%,0.112,0.227,0.209,0.305,0.321,0.283,0.303,84,-0.3,-7.3,-2.3,0.3
255,Luis Robert Jr.,CHW,100,425,14,47,35,23,6.60%,33.20%,0.155,0.31,0.224,0.278,0.379,0.285,0.283,84,1,-6.8,-2.3,0.5
256,Blake Perkins,MIL,121,434,6,54,43,23,9.70%,24.90%,0.091,0.313,0.24,0.316,0.332,0.288,0.282,83,2.4,-6.3,6.9,1.6
257,Enrique Hernández,LAD,126,393,12,44,42,0,6.90%,19.60%,0.144,0.257,0.229,0.281,0.373,0.285,0.285,83,0.5,-7.4,1.1,0.7
258,Alex Verdugo,NYY,149,621,13,74,61,2,7.90%,15.00%,0.123,0.253,0.233,0.291,0.356,0.283,0.304,83,-2.5,-14.4,-0.5,0.6
259,Andrés Giménez,CLE,152,633,9,64,63,30,4.10%,15.30%,0.087,0.286,0.252,0.298,0.34,0.281,0.299,83,2.2,-10.1,15.7,2.8
260,Luis Campusano,SDP,91,299,8,37,40,0,6.70%,13.70%,0.134,0.24,0.227,0.281,0.361,0.282,0.29,83,-0.5,-6.6,-7.8,-0.5
261,José Caballero,TBR,139,483,9,53,44,44,5.60%,27.50%,0.12,0.301,0.227,0.283,0.347,0.277,0.269,83,2.9,-6.6,9.2,1.9
262,Miguel Amaya,CHC,117,363,8,32,47,0,6.30%,17.10%,0.125,0.261,0.232,0.288,0.357,0.283,0.302,83,-2.7,-10.2,4.6,0.7
263,Leody Taveras,TEX,151,529,12,59,44,23,7.90%,21.20%,0.123,0.272,0.229,0.289,0.352,0.282,0.3,82,1.6,-9.1,2.3,1.1
264,Zack Gelof,OAK,138,547,17,60,49,25,6.90%,34.40%,0.151,0.296,0.211,0.27,0.362,0.276,0.273,82,4.3,-6.9,2.5,1.4
265,Tyler Nevin,OAK,87,278,7,22,20,1,9.00%,23.00%,0.127,0.243,0.204,0.288,0.331,0.276,0.297,82,-0.7,-6.3,-7.1,-0.4
266,Christopher Morel,2 Tms,152,611,21,56,60,8,10.00%,26.00%,0.15,0.233,0.196,0.288,0.346,0.28,0.318,82,-2.3,-15.1,-14.7,-1
267,Elias Díaz,2 Tms,96,351,6,27,39,0,5.70%,19.70%,0.117,0.317,0.265,0.313,0.382,0.303,0.28,81,-2.9,-10.7,4.1,0.5
268,Gio Urshela,2 Tms,128,461,9,34,52,0,5.00%,15.60%,0.111,0.278,0.25,0.286,0.361,0.281,0.302,81,-2.7,-12.7,4.2,0.7
269,Patrick Bailey,SFG,121,448,8,46,46,4,8.70%,22.30%,0.105,0.287,0.234,0.298,0.339,0.281,0.321,81,0.5,-9.7,36.7,4.3
270,Kyle Isbel,KCR,136,426,8,62,42,11,6.30%,20.70%,0.138,0.276,0.229,0.287,0.367,0.286,0.281,81,4,-5.4,5.2,1.4
271,Davis Schneider,TOR,135,454,13,48,46,6,10.40%,31.70%,0.151,0.257,0.191,0.282,0.343,0.277,0.297,80,-0.4,-10.6,-1.1,0.4
272,Lenyn Sosa,CHW,100,369,8,28,35,3,3.30%,20.90%,0.105,0.303,0.254,0.283,0.359,0.28,0.321,80,-0.7,-9.1,-2.3,0.1
273,Edouard Julien,MIN,94,301,8,36,21,6,11.00%,33.90%,0.124,0.288,0.199,0.292,0.323,0.278,0.29,80,-0.2,-7.2,-2.7,0
274,Whit Merrifield,2 Tms,95,335,4,44,15,17,10.40%,15.50%,0.092,0.257,0.222,0.311,0.314,0.283,0.297,80,3.1,-5.1,-1.7,0.4
275,Mickey Moniak,LAA,124,418,14,48,49,8,5.00%,27.30%,0.161,0.272,0.219,0.266,0.38,0.281,0.287,79,-1.3,-11.1,-1.9,0.1
276,Ceddanne Rafaela,BOS,152,571,15,70,75,19,2.60%,26.40%,0.143,0.312,0.246,0.274,0.39,0.286,0.278,79,0.6,-13,2.2,0.9
277,Brayan Rocchio,CLE,143,442,8,50,36,10,10.00%,20.40%,0.11,0.245,0.206,0.298,0.316,0.276,0.277,79,-2.2,-12.8,8.6,1.1
278,Manuel Margot,MIN,129,343,4,37,31,5,6.10%,15.70%,0.098,0.273,0.238,0.289,0.337,0.276,0.31,79,0.9,-7.4,-5.9,-0.2
279,Jose Siri,TBR,130,448,18,50,47,14,6.90%,37.90%,0.179,0.261,0.187,0.255,0.366,0.271,0.3,78,1.5,-9.6,12.7,1.9
280,Eloy Jiménez,2 Tms,98,349,6,25,23,3,6.30%,20.10%,0.099,0.285,0.238,0.289,0.336,0.276,0.3,78,-2.5,-11.2,-9.4,-0.9
281,Sean Murphy,ATL,72,264,10,19,25,0,10.20%,25.40%,0.159,0.223,0.193,0.284,0.352,0.281,0.308,78,-0.4,-7.3,6.6,0.8
282,Bryan De La Cruz,2 Tms,149,622,21,61,68,5,4.70%,27.30%,0.151,0.289,0.233,0.271,0.384,0.283,0.307,77,-2.6,-19.5,-13.2,-1.2
283,Jonny DeLuca,TBR,107,362,6,29,31,16,6.60%,21.30%,0.114,0.265,0.217,0.278,0.331,0.269,0.277,77,0.6,-8.9,5.8,0.9
284,Nicky Lopez,CHW,124,445,1,40,21,5,8.30%,15.10%,0.053,0.288,0.241,0.312,0.294,0.275,0.271,77,-0.5,-12.3,5.8,0.9
285,Joey Gallo,WSN,76,260,10,24,27,3,12.30%,39.20%,0.175,0.232,0.161,0.277,0.336,0.276,0.288,76,-0.9,-8.5,-1.7,-0.2
286,Jake Cave,COL,123,346,7,42,37,5,5.20%,28.30%,0.146,0.335,0.251,0.29,0.396,0.295,0.277,75,0.5,-9.8,-4.4,-0.3
287,Zach McKinstry,DET,118,325,4,32,23,16,7.40%,21.20%,0.121,0.265,0.215,0.277,0.337,0.27,0.295,75,5.1,-4.2,3.9,1.1
288,Will Benson,CIN,128,388,14,41,43,16,10.30%,39.70%,0.19,0.282,0.187,0.274,0.376,0.285,0.271,75,-1.6,-13.2,-5.9,-0.6
289,Brett Wisely,SFG,91,272,4,25,31,2,4.80%,23.90%,0.107,0.301,0.238,0.278,0.345,0.272,0.26,75,-1.2,-9.3,5.5,0.5
290,Santiago Espinal,CIN,118,391,9,32,45,11,6.10%,13.80%,0.109,0.265,0.246,0.295,0.356,0.285,0.289,75,0.9,-10.9,-2.5,0
291,Joey Loperfido,2 Tms,81,262,4,24,25,4,5.00%,36.30%,0.136,0.331,0.214,0.264,0.35,0.268,0.256,74,-0.4,-8.2,0.6,0.1
292,Bo Naylor,CLE,123,389,13,39,39,6,7.50%,31.40%,0.15,0.262,0.201,0.264,0.35,0.269,0.262,74,-1,-12.6,15.2,1.6
293,Ezequiel Duran,TEX,92,285,3,26,20,1,4.90%,22.10%,0.075,0.31,0.246,0.288,0.321,0.27,0.253,74,-0.9,-9.5,1.2,0.1
294,Nick Senzel,2 Tms,74,267,7,25,18,1,10.50%,22.80%,0.136,0.232,0.195,0.283,0.331,0.273,0.301,73,-0.7,-9,-5,-0.5
295,Vidal Bruján,MIA,102,278,2,32,16,5,9.00%,19.40%,0.097,0.276,0.222,0.303,0.319,0.276,0.262,73,-1,-10.1,-2.4,-0.3
296,Ildemaro Vargas,WSN,97,303,1,21,30,9,6.30%,10.20%,0.07,0.269,0.246,0.295,0.316,0.271,0.278,72,-0.8,-10.8,1.1,0
297,Orlando Arcia,ATL,157,602,17,50,46,2,6.80%,21.30%,0.136,0.249,0.218,0.271,0.354,0.273,0.263,72,-1.1,-21.2,8.5,0.8
298,Jared Triolo,PIT,125,446,9,41,46,8,9.40%,26.50%,0.099,0.279,0.216,0.296,0.315,0.275,0.289,72,0,-15,3.9,0.4
299,Jake Rogers,DET,102,337,10,43,36,1,6.50%,29.40%,0.155,0.251,0.197,0.255,0.352,0.264,0.3,71,-0.6,-11.9,22.2,2.2
300,Keibert Ruiz,WSN,127,485,13,46,57,3,3.30%,11.10%,0.131,0.232,0.229,0.26,0.359,0.268,0.28,71,-1.1,-18.1,-0.5,-0.3
301,Bo Bichette,TOR,81,336,4,29,31,5,6.00%,19.00%,0.096,0.269,0.225,0.277,0.322,0.264,0.302,71,-0.4,-11.7,3.5,0.3
302,Jonah Heim,TEX,131,491,13,45,59,1,5.30%,18.30%,0.115,0.246,0.22,0.267,0.336,0.265,0.277,70,-2.9,-19.5,1.9,-0.1
303,Nolan Jones,COL,79,297,3,28,28,5,12.10%,30.60%,0.094,0.333,0.227,0.321,0.32,0.287,0.288,70,-0.4,-11.2,-6.7,-0.8
304,Nick Gordon,MIA,95,275,8,29,32,5,4.00%,24.40%,0.142,0.271,0.227,0.258,0.369,0.271,0.267,69,-2.8,-12.9,-4.1,-0.8
305,Maikel Garcia,KCR,157,626,7,84,58,37,6.70%,16.50%,0.101,0.268,0.231,0.281,0.332,0.27,0.303,69,8.1,-13.9,4.1,1.1
306,Johan Rojas,PHI,120,363,3,47,32,25,3.60%,19.00%,0.08,0.297,0.243,0.279,0.322,0.265,0.253,68,4.8,-9.2,8.4,1.2
307,Joey Meneses,WSN,76,313,3,19,42,2,6.70%,20.10%,0.071,0.281,0.231,0.291,0.302,0.264,0.276,68,-0.1,-12.3,-7.6,-1
308,Dylan Carlson,2 Tms,96,265,3,19,25,2,8.30%,28.30%,0.068,0.288,0.209,0.287,0.277,0.257,0.256,67,0.3,-10.2,-8.7,-1
309,Chas McCormick,HOU,94,267,5,32,27,8,6.40%,27.00%,0.095,0.274,0.211,0.271,0.306,0.257,0.29,66,-0.5,-10.9,0.3,-0.2
310,Thairo Estrada,SFG,96,381,9,43,47,2,2.60%,19.90%,0.126,0.249,0.217,0.247,0.343,0.256,0.264,64,0.1,-16.2,7.2,0.4
311,Korey Lee,CHW,125,394,12,36,37,6,4.30%,31.00%,0.138,0.276,0.21,0.244,0.347,0.257,0.259,64,0.9,-15.2,-1.5,-0.4
312,Michael Siani,STL,124,334,2,42,20,20,6.30%,27.50%,0.057,0.322,0.228,0.285,0.285,0.257,0.241,64,2.8,-11.6,10.7,1.1
313,Adam Frazier,KCR,104,294,4,35,22,3,7.50%,20.10%,0.092,0.246,0.202,0.282,0.294,0.261,0.289,63,0.2,-12.2,-3.3,-0.6
314,Jack Suwinski,PIT,88,277,9,29,26,9,9.70%,28.50%,0.142,0.225,0.182,0.264,0.324,0.26,0.295,62,1.3,-11.3,-8.8,-1.1
315,Christian Vázquez,MIN,93,315,7,29,27,3,3.50%,20.60%,0.105,0.257,0.221,0.248,0.327,0.25,0.269,60,-2.5,-16.8,14.1,0.8
316,Taylor Walls,TBR,84,252,1,27,14,16,12.30%,26.60%,0.064,0.255,0.183,0.282,0.248,0.245,0.256,60,1.2,-10.2,0.3,-0.2
317,Ke'Bryan Hayes,PIT,96,396,4,38,25,11,5.80%,18.90%,0.058,0.279,0.233,0.283,0.29,0.256,0.278,59,0.4,-18.9,6.4,0.1
318,Adam Duvall,ATL,104,330,11,29,30,0,6.40%,30.00%,0.142,0.227,0.182,0.245,0.323,0.252,0.289,58,-0.3,-16.8,-4,-1
319,Nick Fortes,MIA,110,335,4,28,29,0,3.30%,12.20%,0.091,0.246,0.227,0.259,0.318,0.252,0.245,57,-2.2,-19.5,13.7,0.6
320,Kevin Kiermaier,2 Tms,116,281,5,31,26,6,4.30%,30.60%,0.116,0.272,0.197,0.237,0.313,0.241,0.233,54,-0.1,-14.9,8.7,0.3
321,Michael A. Taylor,PIT,113,300,5,35,21,12,7.70%,35.00%,0.097,0.288,0.193,0.253,0.29,0.242,0.272,50,2.6,-15.4,9.6,0.4
322,Eddie Rosario,2 Tms,91,319,10,33,35,9,5.00%,24.10%,0.141,0.196,0.175,0.215,0.316,0.23,0.259,45,2,-19.1,-11.1,-2
323,Javier Báez,DET,80,289,6,25,37,8,4.20%,23.90%,0.11,0.22,0.184,0.221,0.294,0.224,0.268,43,0.6,-18.3,2,-0.7
324,Brandon Drury,LAA,97,360,4,28,15,1,7.50%,22.50%,0.058,0.21,0.169,0.242,0.228,0.217,0.261,34,-1.9,-28.9,-3.3,-2.1
