#,Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR
167,Tyler O'Neill,STL,96,383,14,56,58,14,9.90%,26.90%,0.165,0.277,0.228,0.308,0.392,0.307,0.328,99,2,1.5,-2.1,1.3
168,Bryan De La Cruz,MIA,115,355,13,38,43,4,5.40%,25.40%,0.179,0.304,0.252,0.294,0.432,0.313,0.355,99,0.7,0.2,-7.1,0.6
169,Donovan Solano,CIN,80,304,4,22,24,0,6.30%,20.10%,0.101,0.349,0.284,0.339,0.385,0.319,0.315,99,-2.1,-2.6,-2.8,0.5
170,Jonah Heim,TEX,127,450,16,51,48,2,9.10%,19.30%,0.172,0.249,0.227,0.298,0.399,0.306,0.291,99,-2.3,-3,14.9,2.7
171,Alec Bohm,PHI,152,631,13,79,72,2,4.90%,17.40%,0.118,0.319,0.28,0.315,0.398,0.31,0.333,98,-2.7,-3.8,-4.5,1.4
172,Rafael Ortega,CHC,118,371,7,35,35,12,11.90%,19.90%,0.117,0.285,0.241,0.331,0.358,0.305,0.307,98,-3.1,-3.9,-2.3,0.7
173,Dylan Carlson,STL,128,488,8,56,42,5,9.20%,19.30%,0.144,0.281,0.236,0.316,0.38,0.306,0.301,98,2.3,1.3,0,1.9
174,Andrew McCutchen,MIL,134,580,17,66,69,8,9.80%,21.40%,0.148,0.278,0.237,0.316,0.384,0.309,0.325,98,-2.6,-3.8,-10.7,0.6
175,Lane Thomas,WSN,146,548,17,62,52,8,7.50%,24.10%,0.163,0.291,0.241,0.301,0.404,0.308,0.286,98,-0.1,-1.4,-4.8,1.3
176,Bobby Witt Jr.,KCR,150,632,20,82,80,30,4.70%,21.40%,0.174,0.295,0.254,0.294,0.428,0.311,0.313,98,7.2,5.7,-3.5,2.3
177,Riley Greene,DET,93,418,5,46,42,1,8.60%,28.70%,0.109,0.354,0.253,0.321,0.362,0.303,0.316,98,-0.7,-1.9,-1.8,1
178,Jack Suwinski,PIT,106,372,19,45,38,4,11.00%,30.60%,0.209,0.242,0.202,0.298,0.411,0.311,0.307,97,-0.2,-1.3,-0.1,1.2
179,Josh Harrison,CHW,119,425,7,50,27,2,4.90%,16.70%,0.114,0.297,0.256,0.317,0.37,0.305,0.284,97,-0.4,-1.6,3.2,1.6
180,MJ Melendez,KCR,129,534,18,57,62,2,12.40%,24.50%,0.176,0.258,0.217,0.313,0.393,0.31,0.332,97,-1.5,-3.1,-20.4,-0.7
181,Cavan Biggio,TOR,97,303,6,43,24,2,12.50%,28.10%,0.148,0.275,0.202,0.318,0.35,0.302,0.288,97,0.6,-0.4,3.4,1.3
182,Ryan McMahon,COL,153,597,20,67,67,7,10.10%,26.50%,0.168,0.311,0.246,0.327,0.414,0.326,0.33,97,0.7,-1.5,10.1,3.1
183,Aledmys Díaz,HOU,92,327,12,35,38,1,5.50%,16.20%,0.161,0.256,0.243,0.287,0.403,0.301,0.308,97,-2.4,-3.7,1,0.8
184,Brandon Belt,SFG,78,298,8,25,23,1,12.40%,27.20%,0.138,0.277,0.213,0.326,0.35,0.303,0.326,97,-0.7,-1.9,-7.9,0.1
185,Jace Peterson,MIL,113,328,8,44,34,12,10.10%,25.90%,0.146,0.303,0.236,0.316,0.382,0.306,0.3,96,4.1,2.6,6.2,2.1
186,Corey Dickerson,STL,97,297,6,28,36,0,4.00%,16.20%,0.132,0.301,0.267,0.3,0.399,0.303,0.293,96,0.9,-0.6,-3.4,0.7
187,Josh Donaldson,NYY,132,546,15,59,62,2,9.90%,27.10%,0.153,0.283,0.222,0.308,0.374,0.302,0.299,96,-3.9,-6.7,4.8,1.6
188,Luis González,SFG,98,350,4,31,36,10,8.60%,21.40%,0.106,0.316,0.254,0.323,0.36,0.302,0.268,95,1.3,-0.5,-6.2,0.6
189,Jonathan India,CIN,103,431,10,48,41,3,7.20%,21.80%,0.13,0.305,0.249,0.327,0.378,0.314,0.301,95,-2.3,-4.7,-7.9,0.2
190,Ben Gamel,PIT,115,423,9,42,46,5,11.30%,23.20%,0.137,0.291,0.232,0.324,0.369,0.308,0.316,95,0,-2.4,-11.5,0.1
191,Yonathan Daza,COL,113,408,2,56,34,0,6.40%,14.20%,0.083,0.347,0.301,0.349,0.384,0.323,0.308,95,0.1,-2.3,-4.5,0.8
192,Nick Castellanos,PHI,136,558,13,56,62,7,5.20%,23.30%,0.126,0.326,0.263,0.305,0.389,0.304,0.302,95,-1.5,-4.9,-17.4,-0.3
193,Luis García Jr.,WSN,93,377,7,29,45,3,2.90%,22.30%,0.133,0.337,0.275,0.295,0.408,0.303,0.305,95,-1.5,-3.8,-7.2,0.2
194,Emmanuel Rivera,2 Tms,102,359,12,46,40,1,6.40%,23.10%,0.176,0.275,0.233,0.292,0.409,0.306,0.31,95,-1,-3.1,3.2,1.2
195,Ozzie Albies,ATL,64,269,8,36,35,3,5.90%,17.50%,0.162,0.27,0.247,0.294,0.409,0.305,0.294,94,-0.9,-2.6,3.5,1.1
196,Ramón Laureano,OAK,94,383,13,49,34,11,6.50%,27.20%,0.165,0.262,0.211,0.287,0.376,0.294,0.307,94,0.6,-1.9,-5.3,0.5
197,Max Kepler,MIN,115,446,9,54,43,3,11.00%,14.80%,0.121,0.249,0.227,0.318,0.348,0.298,0.338,94,-1.2,-4.3,4.8,1.5
198,Brendan Rodgers,COL,137,581,13,72,63,0,7.90%,17.40%,0.142,0.304,0.266,0.325,0.408,0.321,0.326,94,-1,-5.4,2.9,1.8
199,Harold Castro,DET,120,443,7,37,47,0,3.80%,17.80%,0.11,0.318,0.271,0.3,0.381,0.297,0.316,93,-1.3,-4.7,-12.1,-0.3
200,Jorge Soler,MIA,72,306,13,32,34,0,10.10%,29.40%,0.193,0.256,0.207,0.295,0.4,0.305,0.322,93,-1.3,-3.7,-3.2,0.4
201,LaMonte Wade Jr.,SFG,77,251,8,29,26,1,10.40%,20.30%,0.152,0.233,0.207,0.305,0.359,0.298,0.319,93,-0.5,-2.6,-5.5,0.1
202,Chris Taylor,LAD,118,454,10,45,43,10,9.70%,35.20%,0.152,0.336,0.221,0.304,0.373,0.298,0.277,93,3.5,-0.4,0.5,1.7
203,Leody Taveras,TEX,99,341,5,39,34,11,6.20%,25.80%,0.105,0.344,0.261,0.309,0.366,0.297,0.267,93,0.9,-2,2.3,1.2
204,Joey Votto,CIN,91,376,11,31,41,0,11.70%,25.80%,0.165,0.257,0.205,0.319,0.37,0.31,0.322,92,-3.6,-6.9,-13.8,-0.8
205,Tyler Naquin,2 Tms,105,334,11,47,46,4,5.70%,27.80%,0.194,0.291,0.229,0.282,0.423,0.303,0.317,92,1.6,-1.4,-5.6,0.5
206,AJ Pollock,CHW,138,527,14,61,56,3,6.10%,18.60%,0.143,0.278,0.245,0.292,0.389,0.297,0.317,92,-2.4,-7,-4.5,0.5
207,Keibert Ruiz,WSN,112,433,7,33,36,6,6.90%,11.50%,0.109,0.271,0.251,0.313,0.36,0.299,0.328,92,-0.1,-4.1,3.9,1.5
208,Kyle Farmer,CIN,145,583,14,58,78,4,5.70%,17.00%,0.131,0.286,0.255,0.315,0.386,0.309,0.311,92,-2.7,-8.2,2.7,1.5
209,Franchy Cordero,BOS,84,275,8,36,29,4,10.20%,33.50%,0.178,0.313,0.219,0.3,0.397,0.304,0.313,92,1.4,-1.1,-11.2,-0.4
210,Kevin Newman,PIT,78,309,2,31,24,8,5.20%,15.50%,0.097,0.322,0.274,0.316,0.372,0.303,0.285,92,3,0,1.1,1.2
211,Charlie Blackmon,COL,135,577,16,60,78,4,5.50%,18.90%,0.155,0.304,0.264,0.314,0.419,0.317,0.301,91,0.7,-5.4,-13.1,0.1
212,Raimel Tapia,TOR,128,433,7,47,52,8,3.70%,18.70%,0.114,0.315,0.265,0.292,0.38,0.293,0.286,91,2,-2.5,-7.2,0.4
213,Joey Bart,SFG,97,291,11,34,25,2,8.90%,38.50%,0.149,0.326,0.215,0.296,0.364,0.294,0.296,90,-1.7,-4.9,-1.6,0.4
214,Jorge Alfaro,SDP,82,274,7,25,40,1,4.00%,35.80%,0.137,0.364,0.246,0.285,0.383,0.291,0.295,90,-0.7,-3.9,-1.9,0.4
215,Marcell Ozuna,ATL,124,507,23,56,56,2,6.10%,24.10%,0.187,0.252,0.226,0.274,0.413,0.298,0.334,90,-2,-8.1,-12.6,-0.3
216,Tony Kemp,OAK,147,558,7,61,46,11,8.10%,12.40%,0.099,0.259,0.235,0.307,0.334,0.287,0.267,90,2.9,-3.7,-0.5,1.4
217,Jose Trevino,NYY,115,353,11,39,43,2,4.20%,17.60%,0.14,0.274,0.248,0.283,0.388,0.293,0.281,90,-1.5,-5.6,30.9,3.8
218,Tommy Pham,2 Tms,144,622,17,89,63,8,9.00%,26.80%,0.137,0.304,0.236,0.312,0.374,0.304,0.311,90,-0.4,-7.9,-6.3,0.7
219,Brandon Marsh,2 Tms,134,461,11,49,52,10,6.10%,34.30%,0.139,0.36,0.245,0.295,0.384,0.296,0.287,90,1.8,-3.6,2.3,1.4
220,Javier Báez,DET,144,590,17,64,67,9,4.40%,24.90%,0.155,0.292,0.238,0.278,0.393,0.291,0.281,89,2.1,-4.9,5,2
221,Reese McGuire,2 Tms,89,274,3,25,22,1,4.40%,20.40%,0.1,0.332,0.269,0.307,0.369,0.297,0.267,89,-1.5,-4.8,9.7,1.4
222,Randal Grichuk,COL,141,538,19,60,73,4,4.50%,23.60%,0.166,0.309,0.259,0.299,0.425,0.315,0.281,89,0,-6.8,-7.2,0.5
223,Aaron Hicks,NYY,130,453,8,54,40,10,13.70%,24.10%,0.096,0.279,0.216,0.33,0.313,0.292,0.303,89,0.6,-5,-1,0.9
224,Austin Nola,SDP,110,397,4,40,40,2,8.60%,15.10%,0.078,0.284,0.251,0.321,0.329,0.29,0.305,89,-1.6,-6.7,-5.2,0.2
225,Darin Ruf,2 Tms,119,388,11,52,45,2,11.60%,27.10%,0.135,0.258,0.204,0.307,0.338,0.291,0.31,89,0.2,-4.9,-14.7,-0.7
226,Connor Joe,COL,111,467,7,56,28,6,11.80%,20.80%,0.121,0.296,0.238,0.338,0.359,0.314,0.311,89,1.1,-5.1,-8,0.3
227,Hunter Dozier,KCR,129,500,12,51,41,4,6.80%,25.00%,0.152,0.298,0.236,0.292,0.387,0.298,0.301,88,-5.6,-12.1,-13.5,-1
228,Jon Berti,MIA,102,404,4,47,28,41,10.40%,22.00%,0.098,0.308,0.24,0.324,0.338,0.298,0.306,88,8.7,3.2,3.5,2.2
229,Jesús Sánchez,MIA,98,343,13,38,36,1,7.60%,26.80%,0.188,0.258,0.214,0.28,0.403,0.298,0.295,88,-0.1,-4.8,-1.8,0.5
230,Gary Sánchez,MIN,128,471,16,42,61,2,8.50%,28.90%,0.172,0.257,0.205,0.282,0.377,0.29,0.321,88,-1.2,-7.4,5.7,1.4
231,Michael A. Taylor,KCR,124,456,9,49,43,4,7.70%,23.90%,0.104,0.321,0.254,0.313,0.357,0.297,0.289,88,0.6,-5.5,7.9,1.8
232,Adam Duvall,ATL,86,315,12,39,36,0,6.70%,32.10%,0.188,0.278,0.213,0.276,0.401,0.295,0.293,88,-0.3,-4.8,2.5,0.9
233,Whit Merrifield,2 Tms,139,550,11,70,58,16,6.90%,15.50%,0.125,0.276,0.25,0.298,0.375,0.294,0.288,87,1.4,-6.4,1.6,1.3
234,Jose Iglesias,COL,118,467,3,48,47,2,3.60%,12.00%,0.089,0.326,0.292,0.328,0.38,0.312,0.281,87,-0.5,-7.5,4.1,1.3
235,Nelson Cruz,WSN,124,507,10,50,64,4,9.70%,23.50%,0.103,0.295,0.234,0.313,0.337,0.292,0.32,87,-0.9,-8.5,-13.3,-0.5
236,Brandon Crawford,SFG,118,458,9,50,52,1,8.50%,21.40%,0.113,0.28,0.231,0.308,0.344,0.289,0.287,87,-0.2,-7.3,10.9,2
237,Pavin Smith,ARI,75,277,9,24,33,1,10.10%,24.20%,0.147,0.262,0.22,0.3,0.367,0.294,0.304,87,-0.1,-4.4,-5.1,0
238,Owen Miller,CLE,130,472,6,53,51,2,6.80%,19.70%,0.108,0.29,0.243,0.301,0.351,0.287,0.291,86,1.5,-5.7,-2.4,0.7
239,Ke'Bryan Hayes,PIT,136,560,7,55,41,20,8.60%,21.80%,0.101,0.307,0.244,0.314,0.345,0.294,0.3,86,2.7,-6.4,16.6,3.1
240,Willi Castro,DET,112,392,8,47,31,9,3.80%,20.90%,0.126,0.288,0.241,0.284,0.367,0.285,0.286,85,1.9,-4.6,0.1,0.8
241,Yuli Gurriel,HOU,146,584,8,53,53,8,5.10%,12.50%,0.117,0.266,0.242,0.288,0.36,0.285,0.271,85,1.4,-8.3,-16.9,-0.7
242,Brian Anderson,MIA,98,383,8,43,28,1,9.70%,26.40%,0.124,0.291,0.222,0.311,0.346,0.293,0.309,85,-0.2,-6.8,-4.7,0.2
243,Chad Pinder,OAK,111,379,12,38,42,2,3.70%,31.10%,0.15,0.313,0.235,0.263,0.385,0.281,0.28,85,0.1,-6.4,-10.1,-0.5
244,Alfonso Rivas III,CHC,101,287,3,27,25,6,10.10%,30.30%,0.072,0.344,0.235,0.322,0.307,0.285,0.284,85,1.4,-3.7,-7.3,-0.1
245,Joey Gallo,2 Tms,126,410,19,48,47,3,13.70%,39.80%,0.197,0.219,0.16,0.28,0.357,0.286,0.294,84,-0.9,-8.1,-5.2,0
246,Victor Reyes,DET,92,336,3,27,34,2,3.90%,22.90%,0.108,0.322,0.254,0.289,0.362,0.284,0.292,84,-0.2,-6.1,-4.8,0
247,Victor Caratini,MIL,96,314,9,26,34,0,9.90%,21.30%,0.143,0.228,0.199,0.3,0.342,0.289,0.309,84,-2.1,-7.8,11,1.5
248,Harrison Bader,2 Tms,86,313,5,38,30,17,4.80%,19.80%,0.106,0.3,0.25,0.294,0.356,0.286,0.267,84,4.6,-1,4.2,1.5
249,Bryson Stott,PHI,127,466,10,58,49,12,7.70%,19.10%,0.124,0.274,0.234,0.295,0.358,0.289,0.284,84,2.7,-5.8,2.2,1.3
250,Francisco Mejía,TBR,93,299,6,32,31,0,2.30%,21.70%,0.138,0.292,0.242,0.264,0.381,0.279,0.262,84,-0.7,-6.1,-0.7,0.3
251,Isiah Kiner-Falefa,NYY,142,531,4,66,48,22,6.60%,13.60%,0.066,0.296,0.261,0.314,0.327,0.285,0.29,84,3.1,-6.5,3.9,1.5
252,Jorge Mateo,BAL,150,533,13,63,50,35,5.10%,27.60%,0.158,0.286,0.221,0.267,0.379,0.281,0.272,84,5,-4.7,14.8,2.8
253,Cody Bellinger,LAD,144,550,19,70,68,14,6.90%,27.30%,0.179,0.255,0.21,0.265,0.389,0.284,0.278,83,2.8,-8,3.1,1.5
254,Trent Grisham,SDP,152,524,17,58,53,7,10.90%,28.60%,0.157,0.231,0.184,0.284,0.341,0.28,0.296,83,1.9,-8.7,7.6,1.8
255,Robbie Grossman,2 Tms,129,477,7,40,45,6,11.70%,27.00%,0.102,0.283,0.209,0.31,0.311,0.283,0.281,82,0,-9.5,-5.8,0
256,Adam Frazier,SEA,156,602,3,61,42,11,7.60%,12.10%,0.072,0.268,0.238,0.301,0.311,0.274,0.297,82,1.3,-10.7,4.1,1.3
257,Jesús Aguilar,2 Tms,129,507,16,39,51,1,5.50%,23.50%,0.144,0.278,0.235,0.281,0.379,0.288,0.298,82,-3.5,-14,-10.1,-0.7
258,Joey Wendle,MIA,101,371,3,27,32,12,4.00%,13.50%,0.101,0.293,0.259,0.297,0.36,0.289,0.276,82,0.9,-6.9,4.2,1.1
259,Rougned Odor,BAL,135,472,13,49,53,6,6.80%,23.10%,0.15,0.244,0.207,0.275,0.357,0.278,0.277,82,0.8,-8.9,-2.9,0.3
260,Matt Vierling,PHI,117,357,6,41,32,7,6.40%,19.60%,0.105,0.29,0.246,0.297,0.351,0.285,0.324,82,-0.4,-8,-2.6,0.2
261,Matt Reynolds,2 Tms,93,272,3,31,23,5,9.60%,28.70%,0.086,0.348,0.246,0.32,0.332,0.293,,81,0.2,-5.8,0,0.4
262,Franmil Reyes,2 Tms,118,473,14,43,47,2,6.30%,33.20%,0.144,0.307,0.221,0.273,0.365,0.28,0.275,81,-2.3,-12.4,-12.2,-1
263,César Hernández,WSN,147,617,1,64,34,10,7.30%,18.50%,0.07,0.309,0.248,0.311,0.318,0.283,0.29,81,-0.8,-14.5,-2.1,0.5
264,Gilberto Celestino,MIN,122,347,2,30,24,4,9.20%,22.20%,0.064,0.31,0.238,0.313,0.302,0.28,0.27,81,-1.9,-9.4,1.8,0.4
265,Frank Schwindel,CHC,75,292,8,23,36,0,6.50%,19.90%,0.129,0.261,0.229,0.277,0.358,0.278,0.278,80,-0.7,-7.6,-6.3,-0.4
266,Bobby Dalbec,BOS,117,353,12,40,39,3,8.20%,33.40%,0.155,0.293,0.215,0.283,0.369,0.287,0.296,80,0.5,-7.6,-5.2,-0.2
267,Jeimer Candelario,DET,124,467,13,49,50,0,6.00%,23.30%,0.145,0.257,0.217,0.272,0.361,0.277,0.292,80,-1.3,-12.1,-2.5,0
268,Miguel Cabrera,DET,112,433,5,25,43,1,6.50%,23.30%,0.063,0.324,0.254,0.305,0.317,0.275,0.275,78,-3.8,-14.4,-11.8,-1.3
269,Michael Chavis,PIT,129,426,14,39,49,1,4.50%,29.60%,0.16,0.294,0.229,0.265,0.389,0.282,0.261,78,0.1,-11,-10.4,-0.7
270,Jared Walsh,LAA,118,454,15,41,44,2,5.90%,30.40%,0.158,0.281,0.215,0.269,0.374,0.278,0.28,77,-2.1,-13.7,-8,-0.8
271,Jo Adell,LAA,88,285,8,22,27,4,3.90%,37.50%,0.149,0.338,0.224,0.264,0.373,0.278,0.248,77,0.4,-6.9,-4.4,-0.2
272,Andrew Knizner,STL,97,293,4,28,25,0,8.90%,21.20%,0.085,0.268,0.215,0.301,0.3,0.275,0.28,77,0,-7.9,-2.6,0
273,Yoán Moncada,CHW,104,433,12,41,51,2,7.40%,26.30%,0.141,0.265,0.212,0.273,0.353,0.275,0.289,76,0.1,-11.6,5.8,0.8
274,Mike Moustakas,CIN,78,285,7,30,25,2,8.40%,26.30%,0.131,0.272,0.214,0.295,0.345,0.286,0.27,76,-0.9,-8.8,-5.5,-0.5
275,Spencer Torkelson,DET,110,404,8,38,28,0,9.20%,24.50%,0.117,0.255,0.203,0.285,0.319,0.272,0.302,76,-1.7,-12.7,-8,-0.8
276,Vimael Machín,OAK,73,253,1,26,13,1,9.90%,18.60%,0.067,0.27,0.22,0.3,0.287,0.268,0.301,76,-1.7,-8.7,-2.1,-0.3
277,Yan Gomes,CHC,86,293,8,23,31,2,2.70%,16.00%,0.13,0.252,0.235,0.26,0.365,0.271,0.287,75,-0.2,-8.7,6.8,0.9
278,Jose Siri,2 Tms,104,325,7,53,24,14,6.20%,33.20%,0.126,0.305,0.213,0.268,0.339,0.268,0.261,75,3.6,-5.6,12.5,1.8
279,Enrique Hernández,BOS,93,402,6,48,45,0,8.50%,17.70%,0.116,0.257,0.222,0.291,0.338,0.28,0.297,74,1.1,-10.4,1.8,0.4
280,Carson Kelly,ARI,104,354,7,40,35,2,8.20%,20.10%,0.123,0.247,0.211,0.282,0.334,0.275,0.288,73,-1.1,-12,5.4,0.6
281,Tomás Nido,NYM,98,313,3,31,28,0,4.50%,24.30%,0.085,0.314,0.239,0.276,0.324,0.265,0.284,72,-5.3,-15.5,17.8,1.4
282,CJ Abrams,2 Tms,90,302,2,33,21,7,1.70%,16.60%,0.077,0.291,0.246,0.28,0.324,0.267,0.266,72,0.6,-9.3,-4.1,-0.3
283,Alek Thomas,ARI,113,411,8,45,39,4,5.40%,18.00%,0.113,0.263,0.231,0.275,0.344,0.272,0.277,71,2,-11.6,4.7,0.8
284,Omar Narváez,MIL,84,296,4,21,23,0,9.80%,19.30%,0.099,0.248,0.206,0.292,0.305,0.269,0.268,71,-0.7,-10.7,13.1,1.3
285,Diego A. Castillo,PIT,96,283,11,28,29,1,4.90%,26.50%,0.176,0.239,0.206,0.251,0.382,0.272,0.292,71,-0.3,-9.8,-1.6,-0.2
286,Martín Maldonado,HOU,113,379,15,40,45,0,5.80%,30.60%,0.166,0.228,0.186,0.248,0.352,0.264,0.253,71,-3.1,-15.6,10.8,0.8
287,Elias Díaz,COL,105,381,9,29,51,0,6.60%,21.50%,0.14,0.27,0.228,0.281,0.368,0.284,0.274,68,-2.9,-16.8,-7.4,-1.2
288,Yasmani Grandal,CHW,99,376,5,15,27,1,12.00%,21.00%,0.067,0.249,0.202,0.301,0.269,0.263,0.29,68,-4,-17.6,0.8,-0.5
289,Miguel Rojas,MIA,140,507,6,34,36,9,5.10%,12.00%,0.087,0.258,0.236,0.283,0.323,0.268,0.293,68,-1.7,-20.6,13.5,1.1
290,Josh Smith,TEX,73,253,2,23,16,4,11.10%,19.80%,0.052,0.244,0.197,0.307,0.249,0.262,0.296,68,0.3,-9,0.3,-0.1
291,Nick Senzel,CIN,110,420,5,45,25,8,7.10%,18.10%,0.075,0.276,0.231,0.296,0.306,0.272,0.299,67,-1.8,-18.1,-2.9,-0.7
292,Kole Calhoun,TEX,125,424,12,36,49,3,6.40%,32.10%,0.134,0.263,0.196,0.257,0.33,0.26,0.294,66,-1,-17,-8.4,-1.3
293,Jacob Stallings,MIA,114,384,4,25,34,0,7.60%,21.60%,0.069,0.28,0.223,0.292,0.292,0.265,0.274,66,-3.4,-18.6,3.3,-0.2
294,Maikel Franco,WSN,103,388,9,31,39,1,3.10%,19.30%,0.113,0.262,0.229,0.255,0.342,0.261,0.272,66,-1.9,-17.3,-0.4,-0.5
295,Kyle Isbel,KCR,106,278,5,32,28,9,5.80%,27.00%,0.129,0.275,0.211,0.264,0.34,0.265,0.266,66,-0.2,-10.9,6.3,0.4
296,Victor Robles,WSN,132,407,6,42,33,15,4.20%,25.60%,0.087,0.292,0.224,0.273,0.311,0.26,0.244,65,2.3,-14.1,4.2,0.4
297,Myles Straw,CLE,152,596,0,72,32,21,9.10%,14.60%,0.052,0.261,0.221,0.291,0.273,0.257,0.275,65,5.8,-17.4,11.6,1.4
298,Sheldon Neuse,OAK,89,293,4,25,26,6,6.80%,27.30%,0.074,0.289,0.214,0.273,0.288,0.253,0.254,65,0.8,-10.6,-5.6,-0.7
299,Taylor Walls,TBR,142,466,8,53,33,10,11.20%,25.80%,0.113,0.221,0.172,0.268,0.285,0.252,0.268,65,3.2,-15.2,-4.5,-0.5
300,Max Stassi,LAA,102,375,9,32,30,0,10.10%,29.90%,0.123,0.239,0.18,0.267,0.303,0.258,0.266,63,-0.7,-16.2,3.5,-0.1
301,Adam Engel,CHW,119,260,2,32,17,12,4.20%,29.20%,0.086,0.317,0.224,0.269,0.31,0.256,0.246,63,1,-9.8,0.3,-0.1
302,Aristides Aquino,CIN,80,276,10,24,30,2,6.20%,36.60%,0.166,0.277,0.197,0.246,0.363,0.267,0.243,63,-0.2,-12.1,4.3,0.2
303,Abraham Toro,SEA,109,352,10,36,35,2,6.30%,18.50%,0.139,0.198,0.185,0.239,0.324,0.246,0.284,63,-0.9,-15.6,-1.4,-0.6
304,Eddie Rosario,ATL,80,270,5,27,24,3,6.30%,25.20%,0.116,0.267,0.212,0.259,0.328,0.258,0.25,63,-0.3,-12,-9.7,-1.3
305,Tucker Barnhart,DET,94,308,1,16,16,0,8.10%,24.00%,0.046,0.296,0.221,0.287,0.267,0.253,0.244,63,-1.2,-14.2,6.9,0.3
306,Avisaíl García,MIA,98,380,8,31,35,4,4.50%,28.70%,0.092,0.298,0.224,0.266,0.317,0.258,0.281,61,0,-17.1,-5.2,-1
307,Nick Allen,OAK,100,326,4,31,19,3,5.80%,19.60%,0.084,0.25,0.207,0.256,0.291,0.245,0.238,59,0.7,-14.3,9,0.5
308,Mauricio Dubón,2 Tms,104,265,5,31,24,2,4.90%,11.30%,0.099,0.221,0.214,0.252,0.313,0.248,0.272,59,0.1,-12.2,5.5,0.2
309,Geraldo Perdomo,ARI,148,500,5,58,40,9,10.00%,20.60%,0.067,0.243,0.195,0.285,0.262,0.253,0.269,59,2.2,-21.8,7.1,0.3
310,Jonathan Schoop,DET,131,510,11,48,38,5,3.70%,21.00%,0.121,0.234,0.202,0.239,0.322,0.245,0.268,57,-0.7,-25.3,21.2,1.3
311,Jackie Bradley Jr.,2 Tms,132,370,4,30,38,2,6.50%,20.80%,0.108,0.251,0.203,0.255,0.311,0.252,0.268,56,-0.9,-19.2,5.3,-0.2
312,Nicky Lopez,KCR,142,480,0,51,20,13,6.00%,13.10%,0.046,0.265,0.227,0.281,0.273,0.251,0.273,55,4.6,-19.6,13,0.9
313,Andrew Velazquez,LAA,125,349,9,37,28,17,4.30%,34.10%,0.109,0.274,0.196,0.236,0.304,0.239,0.246,49,3.5,-16.4,6.5,0.1
314,Yadier Molina,STL,80,270,5,19,24,2,1.90%,14.80%,0.088,0.234,0.214,0.233,0.302,0.235,0.254,49,-2.7,-18.6,11.7,0.2
315,Austin Hedges,CLE,105,338,7,26,30,2,7.40%,23.10%,0.085,0.193,0.163,0.241,0.248,0.225,0.238,43,-0.4,-22.2,11.2,0
316,Leury García,CHW,97,315,3,38,20,2,2.20%,20.60%,0.057,0.255,0.21,0.233,0.267,0.221,0.258,38,0.9,-21,0,-1.2
317,Cristian Pache,OAK,91,260,3,18,18,2,5.80%,26.90%,0.075,0.22,0.166,0.218,0.241,0.207,0.259,33,-0.4,-20,3.8,-0.8
